model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_10_features_random_gt1e-6,0.45627883265826413,0.26922404838464775,0.39911310056567534,0.8558284955471578,0.48885937600487667,0.6893333329923438,0.49682956156463165
