trial,state,value,param_max_depth,param_n_estimators,param_learning_rate,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_lambda,param_reg_alpha
0,COMPLETE,0.4553083389648342,3,1600,0.06813099824138592,7,59,0.9162213204002109,0.5274034664069657,0.007151383480402496,5.079849520995651e-07
1,COMPLETE,0.4421046285928235,6,1300,0.09054594344647797,18,33,0.7962072844310213,0.42787024763199866,0.7158714383119805,3.855227306468056e-07
2,COMPLETE,0.47146087147642113,4,500,0.031065126086242026,7,55,0.6293899908000085,0.7975133706123891,0.029155533757373397,0.0006873346920856936
3,COMPLETE,0.4912265350467022,4,500,0.010302587393796307,7,23,0.6943386448447411,0.5628094190643376,7.838134236608707,2.0805271744540534e-05
4,COMPLETE,0.43922636061197995,7,300,0.10124839170683374,47,45,0.8856351733429728,0.44442679104045424,0.04835258599682954,1.1959185386907425e-07
5,COMPLETE,0.4402076884215621,-1,2300,0.028542147308832165,13,44,0.8803925243084487,0.7367663185416977,4.195190175255903,0.0003915684153351892
6,COMPLETE,0.44640570254426903,7,2300,0.012541547022380126,30,47,0.6143990827458112,0.44618794589727584,0.02298970433527325,3.158813814759155e-07
7,PRUNED,0.3975020574541796,-1,2100,0.13632076811780444,25,11,0.6139675812709708,0.6562646731757538,6.979540765301023,1.0131668534197416
8,COMPLETE,0.4521135368140026,8,1400,0.06687265276473395,27,59,0.9812236474710556,0.5510693774952184,0.21704801275666116,6.287502701306918e-06
9,COMPLETE,0.4205519111673519,8,600,0.030416041299946003,63,18,0.8360677737029393,0.8569717691972305,0.013081323658598947,0.05931466771169788
10,PRUNED,0.4721101399188238,8,900,0.005141161689667175,61,6,0.5193625999805914,0.9788194588851228,0.001170095127026568,6.422747031120154
11,COMPLETE,0.42621570002971837,7,300,0.16376229504588932,57,23,0.8152514248748461,0.9006847520549804,0.10625397995138725,0.05008275832436277
12,COMPLETE,0.4238233336761684,5,800,0.043172675348125564,32,20,0.7995808645480906,0.9056964799673887,0.3217000595020251,0.09270022058429184
13,COMPLETE,0.42309878625404707,5,900,0.040299630336854464,21,18,0.7484483315394533,0.8645870180077131,0.5891308142085174,0.02634232373966964
14,COMPLETE,0.43252944812671296,10,900,0.018652169995231914,43,15,0.7335922998671847,0.8255069824421986,34.78889799915103,0.02121083438151003
15,COMPLETE,0.4349094534866135,5,1000,0.04562694930159361,18,31,0.7139871531711041,0.9876553550636467,0.004627006446895869,0.002617888760591019
16,COMPLETE,0.42570208917188423,5,1700,0.015994989155496915,21,31,0.840095306728255,0.8405864541996997,1.8307610016564644,0.8026648398515932
17,PRUNED,0.5541125594255488,8,1200,0.022767690867321642,41,5,0.9939213019979939,0.7040657541230003,0.008897716928514038,18.275065290899352
18,COMPLETE,0.43507837480172534,3,600,0.041887353439163943,8,16,0.67455198366465,0.8912541028492773,1.1662785379257676,0.004479096268899941
19,PRUNED,0.38724079586622984,10,1100,0.007150198678359546,51,27,0.7633095106819264,0.7527101172869536,0.0024269402864399337,7.640862749595627e-05
20,PRUNED,0.3833078164769994,6,700,0.06003273066505394,39,36,0.946860577326152,0.9404912498344788,0.08962683312654582,0.25076806026497367
21,PRUNED,0.3855613235862566,5,800,0.04523466634323474,14,19,0.7779500319959378,0.8855777293967575,0.4348658755738961,0.06204512644611517
22,PRUNED,0.3919907003283792,5,700,0.02492606734539386,23,12,0.8441756621306207,0.795009681660285,0.14587452593486075,0.024273599480811377
23,COMPLETE,0.42495905545842605,5,1100,0.03919807149633586,14,22,0.7498285808258298,0.9339938857631863,0.4532165014484822,0.33644082831357186
24,PRUNED,0.40054434828515706,8,1700,0.034111126001760486,34,12,0.8524280764571577,0.6461599272936871,0.0161853030914464,0.004820980020773383
25,PRUNED,0.3897342528243894,5,500,0.02002359256232329,11,19,0.8074826297551095,0.8543121739445525,2.1395885128725887,2.905443118626919
26,COMPLETE,0.427480554503043,5,1400,0.05563521945821667,20,27,0.6751394388024545,0.9447693570671212,0.0563554273870527,0.15457937932522992
27,PRUNED,0.41120538728288597,8,800,0.08885781278265659,35,8,0.9175879790381793,0.7979845986978306,0.42292192627337616,0.0088673701566333
28,PRUNED,0.5568365063781622,5,300,0.012830720544357091,16,40,0.5534439092633041,0.8586735458160053,18.545878199927316,0.0005408258064063951
29,PRUNED,0.38699295357045366,3,1900,0.05289248729893474,8,27,0.8810274754778084,0.749499209986071,0.23960472179895254,1.8014759647864267
30,PRUNED,0.4079757821627637,6,1500,0.07582551753418669,30,18,0.77579697362929,0.9113103253542877,0.00767694633711505,2.5598491265815707e-08
31,COMPLETE,0.4265152485737814,5,1100,0.03580065703964004,11,22,0.7663501756473563,0.9370099919447111,0.8323170339437511,0.1435174527648751
32,COMPLETE,0.42564057061541954,5,1200,0.03811707239473355,17,22,0.7510230289488433,0.9974790332898527,0.3455837030015145,0.38376905585859006
33,COMPLETE,0.4251335987166508,4,1000,0.027809505043298904,13,15,0.7187327597002201,0.939272775932092,0.7533925023612869,0.06338864597715262
34,COMPLETE,0.4261344109639132,5,700,0.032169906371508766,22,26,0.8220161000863416,0.8140600191705438,1.5575421533400255,0.015089892510630035
35,COMPLETE,0.4236461063911424,5,500,0.04975335406599884,24,20,0.7906486352795893,0.870752071390083,3.476872658245261,0.0011428465095648177
36,PRUNED,0.4160067016443863,-1,400,0.11397209426616832,30,9,0.7942816653683786,0.8645986028193798,4.519135833872728,0.0001173997121870786
37,COMPLETE,0.4311395392371871,10,500,0.07966382047886691,27,36,0.8655896728919941,0.7571228382203149,12.247544786411812,0.0013808132146700346
38,PRUNED,0.381353877660075,4,600,0.04822804618107559,10,17,0.9166351674343776,0.8765722883852608,0.04472143780536236,3.7932265006669893e-06
39,COMPLETE,0.43152203143182033,3,400,0.06277295252928694,7,13,0.6665441707102906,0.785207085277552,2.8230100175512027,0.0001894494382034145
40,PRUNED,0.38763949437585105,7,800,0.02902576301083225,48,25,0.6389357165196756,0.4008700070756522,4.0379692990269485,3.9946067027562794e-05
41,COMPLETE,0.4226730053300246,5,900,0.0382292066784659,23,20,0.7397369192980083,0.9660277089913348,0.6467174254049098,0.0017195620390257954
42,COMPLETE,0.42496840595521074,5,900,0.022333432268444336,23,20,0.7016505043527922,0.9049311040660329,0.9682342413579152,0.0006412544487530827
43,PRUNED,0.3899743946733443,5,600,0.05097886163873078,25,52,0.7962559895544582,0.9681213882684487,0.20738628086320354,0.0016533980848817073
44,PRUNED,0.3786255980001107,8,400,0.026998430879470483,30,30,0.7292636749274931,0.8288558648500407,0.08632078910248327,0.007707435327652716
45,PRUNED,0.38644485874180373,-1,900,0.032222271854662705,33,14,0.8247162464399356,0.9570480734919198,7.70146459038176,0.032345403005592084
46,PRUNED,0.4077971300230228,5,600,0.06878559118504764,25,9,0.7389498648909965,0.6866665615982318,0.018635115075796283,0.0016090991299380593
47,COMPLETE,0.4211608888458622,8,800,0.01577122907333393,63,24,0.7849356933781888,0.9161278389390634,0.5328850903463107,0.0003230222308034594
48,COMPLETE,0.4177747662153962,8,1300,0.01573210583000578,63,25,0.7858750335438961,0.9210182263746809,0.636021915586343,1.0513259352152568e-05
49,COMPLETE,0.42132786854988946,8,1300,0.009470234740804792,62,24,0.8940950644621358,0.9175788317976045,0.6137983503403391,5.9776992990815435e-06
