model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_26_features_random_clipped_1e-10,0.8378660942985631,0.2630723323026639,0.4079470877174034,0.9697703926440697,0.7586143102921641,1.2160974413059475,0.7504650108887858
