feature,importance
chi_range_x_r_avg,335
r⁺(excl Li⁺) (pm),269
ρ⁺(excl Li⁺) (C m⁻³),240
Φ⁺(excl Li⁺) (|Z| pm⁻¹),210
n_Li,192
χ⁺(excl Li⁺),176
r⁺(incl Li⁺) (pm),173
n_Li × r⁻ (pm),139
nₕₒₛₜ cₐₜᵢₒₙ,119
χ⁻,69
r⁻ (pm),52
