model,status,cv_mae,train_mae,test_mae,test_rmse,test_r2
lightgbm,ok,0.5098073736036433,0.1127982905741638,0.41710929219625137,0.5891013800107974,0.7078430467321597
random_forest,ok,0.5058950516886518,0.2184672931711062,0.4630825344657386,0.6164398366993131,0.6800975691944657
decision_tree,ok,0.5643605933194608,0.4049456241274153,0.6262479959792853,0.8191305464280586,0.43513796027622564
mlp,ok,0.6334240267641464,0.5612097601807269,0.5789121609094495,0.764983290304485,0.5073482334614348
ngboost,ok,0.5138149060503159,0.22926980940260402,0.49140200616602875,0.6526497685076792,0.6414113631513579
