model,status,tuning_weighted_macro_f1,tuning_doi_macro_f1,validation_weighted_macro_f1,validation_macro_f1,validation_doi_macro_f1,validation_balanced_accuracy,validation_accuracy,validation_weighted_log_loss,validation_weighted_ordinal_mae,validation_weighted_severe_reversal_rate,best_trial,elapsed_minutes
catboost,ok,0.6394172148632935,0.27503300613153886,0.6394172148632935,0.6060006669068824,0.27503300613153886,0.594675615212528,0.5966981132075472,0.8533358136249102,0.5053532776747061,0.18131957328385892,42,0.600240940466756
random_forest,ok,0.6208249567481244,0.274099967304549,0.6208249567481244,0.5787607500704485,0.274099967304549,0.5781911153723235,0.5825471698113207,0.8530160230451526,0.5390538033395175,0.18171382189239324,31,1.1605274054997912
xgboost,ok,0.6166866978802135,0.2783644464081719,0.6166866978802135,0.545098230180091,0.2783644464081719,0.5319463087248323,0.5542452830188679,0.9743919809434297,0.5737167594310449,0.22256880024737158,44,0.2689831913167533
lightgbm,ok,0.6034795989625678,0.2655978437612879,0.6034795989625678,0.5389168894351287,0.2655978437612879,0.5227996164908917,0.5235849056603774,0.9123591160061795,0.580144557823129,0.21262755102040803,22,0.1557333368837135
