trial,state,value,duration_seconds,param_iterations,param_depth,param_learning_rate,param_l2_leaf_reg,param_random_strength,param_bagging_temperature,user_cv_mean_doi_macro_f1,user_cv_std_weighted_macro_f1,user_fold_weighted_macro_f1
30,COMPLETE,0.5862457399547072,14.570585,500,4,0.07216575146016839,0.12255160566700808,0.002034520224725614,0.7969634581076932,0.30845844816390416,0.03271276088330504,"[0.5787844437117674, 0.6432220646489096, 0.5421947426290288, 0.5903413492461294, 0.5766860995377008]"
31,COMPLETE,0.5726139863631392,14.129318,500,4,0.0710817704819759,0.08561183518443949,0.0023764009697108423,0.815541328034596,0.3028909623808588,0.05152782523491285,"[0.5881058701822323, 0.6657540364017448, 0.5332908393780372, 0.5523184338280581, 0.5236007520256237]"
32,COMPLETE,0.5759589192264075,14.367164,500,4,0.07135271685898348,0.09623194253534584,0.002019501400677055,0.49999028429605286,0.30696220325438406,0.036595950038622885,"[0.6255453312844449, 0.5985920832538415, 0.5420452470559713, 0.5871493118769497, 0.5264626226608302]"
33,COMPLETE,0.5675233017778109,15.196092,500,4,0.07740503277997333,0.26854705798564377,0.0012133085742908737,0.42630813814492013,0.30058663501385763,0.04070502923173304,"[0.6338967888440737, 0.5844413517983258, 0.5374157958631698, 0.5661513607722193, 0.5157112116112655]"
34,COMPLETE,0.5577850594653888,17.16936,600,4,0.04157351139845061,0.09398688642874754,0.0020454522080722124,1.2093288297095968,0.2864628706961251,0.05546660782492501,"[0.5631962353283736, 0.6327255538946849, 0.5150202087931898, 0.5990005966170336, 0.4789827026936617]"
35,PRUNED,0.5770126600904941,4.684305,400,4,0.06301728671716124,0.5742221359383143,0.00874327102448023,0.422513034642867,,,
36,COMPLETE,0.559034538183276,13.962952,500,4,0.10057363058544323,0.15439896709633133,0.001032896778004578,0.04597534908157236,0.2955414050151095,0.017041290674416294,"[0.5926312825623287, 0.5538669221476678, 0.5462747042506159, 0.55354570589299, 0.5488540760627775]"
37,COMPLETE,0.5505997367865355,11.53975,400,4,0.07275135632394672,0.05300211721701458,0.003328118221775219,1.1640880559413085,0.2863096506622982,0.0412141822927963,"[0.5833425050079472, 0.6145044365228779, 0.5301449814958231, 0.5153391206863516, 0.5096676402196776]"
38,COMPLETE,0.5604353308929306,14.38483,500,4,0.05646669508771509,0.3838489947162848,0.026599152911701122,0.5748494328802141,0.2964937662423489,0.047003055246001985,"[0.5824590460288221, 0.6230502680543507, 0.5300895707383068, 0.579365111881793, 0.48721265776138045]"
39,PRUNED,0.5832593466539786,6.893912,600,4,0.04321506300117931,1.5818086596549437,0.0020973268058028507,0.26835703786079557,,,
40,PRUNED,0.5778619896227215,4.661039,400,4,0.08325520744742203,0.21314942967897305,0.0039100065847687306,0.9491789459945832,,,
41,COMPLETE,0.5668131882398304,14.556356,500,4,0.07227775272028478,0.09973969658760194,0.0025366313478893,0.7903662151048659,0.2983659779484097,0.031977953004085236,"[0.5679560442123955, 0.6188393684218819, 0.5312060028275482, 0.5802002227862497, 0.5358643029510768]"
42,COMPLETE,0.568446660367969,14.944856,500,4,0.07255022037892629,0.06817072193012613,0.0018300161981182335,1.4790800766069396,0.2930094550222494,0.04384421625160361,"[0.570225947662454, 0.6425261734480311, 0.5642794050894574, 0.5602905206854002, 0.5049112549545017]"
43,COMPLETE,0.5595045352071084,14.597358,500,4,0.05908216293752556,0.035464553810298206,0.009122998224617507,0.8173901261823203,0.2945425376468497,0.0428279292828383,"[0.572420629642477, 0.6280501242134361, 0.5618626485217145, 0.4977528311770918, 0.5374364424808226]"
44,PRUNED,0.5925821047450155,8.953941,600,4,0.10586244450034704,0.4853408092211383,0.015116764510002791,2.091675185499499,,,
45,COMPLETE,0.5763968318749259,11.734313,400,4,0.06612043488839395,0.1255714088188701,0.0029985883212387205,0.25740819056752806,0.3061949046870097,0.05580601974947191,"[0.6445282085261405, 0.5949986769485768, 0.533083191338609, 0.6169965293424815, 0.49237755321882126]"
46,COMPLETE,0.5720824086359495,11.604505,400,4,0.04837009502132118,0.1316537757349129,0.006230471335073181,0.2577073399270725,0.30148015411854867,0.04251557881224352,"[0.5714079797297483, 0.6208771072984695, 0.5377135252312488, 0.6170754164126568, 0.513338014507624]"
47,PRUNED,0.5817203240895369,4.621411,400,4,0.09027356258612279,0.22455893934536883,0.001467582560274,0.5503664669104126,,,
48,PRUNED,0.5624087754067115,6.432073,300,5,0.06603199020592633,0.3875241779341073,0.0038297560420646076,0.03014843374913387,,,
49,COMPLETE,0.5559040379450625,3.070018,100,4,0.1258025112382251,0.062318339931958414,0.04359964900631652,0.31610768606093487,0.290656262211458,0.034107004085345415,"[0.5990215355034608, 0.5294029468894751, 0.535653463538574, 0.5953928809717378, 0.520049362822065]"
