model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_8_features_random_gt1e-6,0.4690883415742667,0.19819013371781935,0.3388162634719238,0.8960999010934609,0.5141712220078017,0.6943229233071389,0.48951901818795107
