trial,state,value,duration_seconds,param_n_estimators,param_max_depth,param_learning_rate,param_min_child_weight,param_subsample,param_colsample_bytree,param_gamma,param_reg_alpha,param_reg_lambda,user_cv_mean_doi_macro_f1,user_cv_std_weighted_macro_f1,user_fold_weighted_macro_f1
25,COMPLETE,0.5351745629706508,13.338192,500,9,0.022974346997367688,1.0537749483125014,0.878135422307605,0.8402836079335082,3.1656732788500815e-05,0.0001700839199459383,0.0010096729944572113,0.2758618605893128,0.0748288921909924,"[0.5598081159463092, 0.6066260380701239, 0.4572537848205023, 0.6156694234769932, 0.43651545253932555]"
26,PRUNED,0.5578214023357954,6.333602,600,6,0.03609566268384828,0.5044793426672669,0.7358822769871661,0.7187886875725931,0.0023846692484873373,5.060035870761077e-06,0.004572164022128101,,,
27,PRUNED,0.5710882036720037,5.352138,500,7,0.013805720877007419,1.3388945910732695,0.8219834263372527,0.9395940571644075,0.012070674088463443,0.21696247094667942,0.02588646349435324,,,
28,COMPLETE,0.5272927336171057,13.090967,600,8,0.010096738426016787,2.1068643226325663,0.7828436536165114,0.774581137420252,0.0005756796775735631,0.01563133750075791,0.094015628749307,0.2727086767152608,0.05830220816632631,"[0.5617928119491129, 0.6054916992629207, 0.4705884239187974, 0.5488297983428699, 0.4497609346118277]"
29,COMPLETE,0.5129717716277458,11.499482,300,10,0.021042423700683856,0.7107112783300555,0.8853096553770504,0.619720671481651,8.938421127196849e-05,0.0009667567256080199,0.8846360796120796,0.2601990171175386,0.09400899502289291,"[0.5380578662739439, 0.610694035404779, 0.46482726567847293, 0.5958568655200716, 0.3554228252614618]"
30,PRUNED,0.5537914563309272,3.1981,600,6,0.02579438317730433,5.478309164033704,0.9415025604559947,0.8470217192955571,1.2079103703259329e-07,0.0034891975445710756,0.014747800128966924,,,
31,PRUNED,0.5480344046950624,7.553537,600,8,0.019362518919895325,0.517626746097283,0.8073983414156749,0.7927670275262133,0.004106288248220421,0.0021577225305926765,0.0016178757827570237,,,
32,PRUNED,0.5498756008697778,6.512225,600,9,0.02512017561922895,0.6426620746753009,0.840232757969999,0.8213776829844961,0.0014080503010899122,0.0010345378444429575,0.001019409349034318,,,
33,COMPLETE,0.5457767934992059,10.461167,500,7,0.034401488943689704,0.9571154687675675,0.7016714195281053,0.7464766603595493,0.00023572092717378184,1.5555636249065107e-05,0.0018523154373652005,0.27955781205798746,0.05746733065259063,"[0.5574728006664538, 0.6018617847500601, 0.47911698148738296, 0.6114958674930122, 0.4789365330991204]"
34,COMPLETE,0.5374725557173399,10.064063,500,7,0.04480822447443077,0.8685790276645087,0.7055604968844478,0.6866295836032222,5.709392936030572e-06,1.241229094096547e-06,0.002203686610723266,0.2773545641363201,0.07298879738019648,"[0.5558891614771135, 0.6077931388552532, 0.4772879744571266, 0.6162630489090106, 0.43012945488819554]"
35,PRUNED,0.5607055378117083,3.148166,400,7,0.053351188538374714,0.870728451233962,0.6010671845109126,0.7429853024664308,0.00017663710588436537,1.6897357255552084e-05,0.005290058420365561,,,
36,PRUNED,0.5331090081059069,4.219976,400,6,0.03389992705494828,0.6476449831047155,0.7471280239893813,0.7049347625720055,4.277277136409461e-05,6.674442205051574e-07,29.582613877361762,,,
37,PRUNED,0.5421497257730079,2.739056,500,4,0.10345037022075985,0.9516994059223479,0.7006370428783895,0.6399081830761646,0.0004049053753269141,1.849346744950411e-05,0.38603584433208327,,,
38,PRUNED,0.5702050090310269,4.453657,500,7,0.05088699049673902,2.9806255526977252,0.7781876002842308,0.7606533508227785,0.39131627501108235,0.000255744847016004,0.013325689727750471,,,
39,COMPLETE,0.5195078574076031,7.1102,400,5,0.028854017753144126,1.2225993953141108,0.6499749707214015,0.7371021045683401,0.03692700823180641,0.23835978235432423,0.006241874566228961,0.26798436246598,0.07399414903006209,"[0.541628587456764, 0.6071782795054252, 0.4884986233909228, 0.5671093489868925, 0.3931244476980109]"
40,PRUNED,0.5675654031622388,5.268377,600,8,0.03715117287922846,0.7880561476806687,0.6894292360047779,0.5778610056515865,0.001120823699030003,0.03334044690647853,0.0020023966828578346,,,
41,PRUNED,0.5475316392485192,7.037983,600,8,0.02303635375699594,0.580291530026808,0.8220282035080794,0.8008607756463593,0.005514661503256774,0.0001439293195113316,0.0016290574827793232,,,
42,PRUNED,0.5626075794130074,6.753255,600,7,0.01887203920735741,0.5761721304243351,0.8670104997104998,0.814443610012213,0.007648622700758064,0.0011535358278474464,0.0014924102981496567,,,
43,COMPLETE,0.5446944061886041,18.42698,600,8,0.015281442366004552,0.7299136477645366,0.7918620211858378,0.8830839626320754,0.000187965662867271,0.007587538432793065,0.0033192645148944705,0.27821886545759866,0.06500913676517943,"[0.5567830082788521, 0.6036449527809024, 0.4586582562461962, 0.62288577757095, 0.48150003606611996]"
44,PRUNED,0.5554156992210824,5.767286,500,7,0.0263204333883876,0.5154104846651719,0.7652610534029164,0.8497165813526484,6.336173193848765e-05,0.09487663620039861,0.008309366091617159,,,
45,PRUNED,0.34356283981210944,1.277118,600,9,0.041141217978401014,15.346536820257793,0.9029423180845151,0.7891721237471382,0.0008222413445266559,1.4044063485017344e-05,0.0010468226011975314,,,
46,PRUNED,0.5284465437370898,1.668881,500,6,0.0236775513962131,7.759542670026036,0.7267473719104611,0.7198579814300052,1.2875668211624609e-05,0.0004973646523485817,0.0026531961315353603,,,
