feature,importance,importance_share
rₐₗₗ (pm),619,0.08485263879369431
field_x_r_diff,445,0.06100068540095956
chi_range_x_r_avg,445,0.06100068540095956
χₐₗₗ,437,0.059904043865661415
r_ratio_x_chi_diff,391,0.053598355037697054
r⁺(incl Li⁺) - r⁻,368,0.05044551062371487
Φ⁺(excl Li⁺) (|Z| pm⁻¹),366,0.05017135023989033
ρ⁺(excl Li⁺) (C m⁻³),363,0.04976010966415353
χ⁺(incl Li⁺) - χ⁻,356,0.04880054832076765
ρ⁺(incl Li⁺) (C m⁻³),353,0.04838930774503084
