model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_8_features_random_gt1e-6,0.4918638375651353,0.2490099373599709,0.38079267006818823,0.8687604829235819,0.46542028986004663,0.6483658042699102,0.5548598558517877
