feature,importance
chi_range_x_r_avg,91
r⁺(excl Li⁺) (pm),85
ρ⁺(excl Li⁺) (C m⁻³),83
r⁺(incl Li⁺) (pm),79
Φ⁺(excl Li⁺) (|Z| pm⁻¹),75
χ⁺(excl Li⁺),65
n_Li × r⁻ (pm),58
n_Li,52
nₕₒₛₜ cₐₜᵢₒₙ,50
r⁻ (pm),21
χ⁻,19
