trial,state,value,param_max_depth,param_n_estimators,param_learning_rate,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_lambda,param_reg_alpha
17,COMPLETE,0.5032113437398869,5,1700,0.049558038242968436,15,5,0.71804991678614,0.9783324854890414,0.008598523937072505,0.003043024892833342
18,COMPLETE,0.4923750091887353,5,1700,0.04952054909329921,15,5,0.5648358721881616,0.9962043918199787,0.13978241143951642,0.0007599831507126289
19,PRUNED,0.5675211603078593,5,1700,0.05993932117379265,12,37,0.5714728005332247,0.9390633980761001,0.10252259798278499,0.0001549064499689746
20,PRUNED,0.5308804905106308,5,1300,0.11323753353722077,19,5,0.5617678175193244,0.9196483355228752,1.0460793504843455,1.9777723882838075e-05
21,COMPLETE,0.4960361947162098,5,1700,0.04523466634323474,15,5,0.701068092481437,0.9956554131803611,0.10808681747253406,0.0025968692389102804
22,PRUNED,0.5164944091280801,5,1600,0.04058484036665017,16,11,0.6822909298082478,0.9888146335586567,0.20594368541221425,0.004017772842730406
23,COMPLETE,0.5212007083517692,5,1900,0.0864970472498342,11,18,0.5741468428208177,0.828756316678061,0.1179761493357602,0.25759206168315557
24,COMPLETE,0.5042807581443124,5,1500,0.021757085190481376,10,10,0.5083944780184307,0.9388366863012925,0.06400878633268098,9.64032329438004e-05
25,PRUNED,0.5301668131939297,3,1200,0.04778215306212709,8,15,0.6555230826661725,0.9940587112721039,0.7496857121511091,0.00187866823082609
26,PRUNED,0.5200902506902674,6,2100,0.0717543707376128,33,22,0.5804689191940418,0.9381678163921208,0.33916501278531264,0.12033720120339568
27,COMPLETE,0.5024815191091949,10,1800,0.03683589155851105,21,8,0.7409897419802274,0.8878464217644888,0.10350418570653783,1.375256861226639
28,PRUNED,0.5286796597964218,5,2000,0.051598267638321545,15,14,0.6781575959175076,0.840689209760008,0.032738245982804844,0.005443702473554562
29,PRUNED,0.6720940105563588,3,1500,0.07218609129469421,7,28,0.5460840656696833,0.7328707256909882,0.004847381278731399,16.20009371832428
30,COMPLETE,0.5002858677236317,5,1700,0.025601805632232848,17,8,0.6031685142737085,0.9464166612124834,0.4003520711947506,2.5598491265815707e-08
31,COMPLETE,0.5027329699692642,5,1700,0.023513132924566797,17,8,0.595060580312929,0.9990980125296525,0.17036114972019092,1.0747082171905255e-08
32,COMPLETE,0.4959666855923226,5,1500,0.03709993152729655,14,5,0.5474431296585537,0.9573972946867744,1.4433710591030944,3.902099538314714e-06
33,PRUNED,0.5297031750230806,6,1200,0.03670615257951732,21,5,0.5480875932924603,0.909738124428551,1.0203380262857416,1.944662613051608e-06
34,PRUNED,0.5291762096821633,4,1500,0.01484291444486861,13,14,0.637549929681438,0.9631709617250646,0.058586267187061364,0.0006619453287259434
35,PRUNED,0.5494868384974295,5,1400,0.057956932953787586,14,38,0.7788133671612726,0.7932210585611817,1.978327363984662,4.8286293097803865e-05
36,PRUNED,0.5635904392772787,5,1200,0.0855787803846616,10,9,0.5089277613609446,0.9046553009940256,0.018860398370822463,1.6055588173987875e-06
37,PRUNED,0.5222236327147624,7,2200,0.034095659448346013,29,22,0.7096763211890255,0.6173881361182787,1.8159574575245023,0.0003189969633449041
38,PRUNED,0.6063861264995338,4,1600,0.028455425603178923,14,52,0.6597400480534245,0.9519548752160099,0.507008681602714,8.623715453917306e-06
39,PRUNED,0.5407965323646683,5,1800,0.11142653279550968,18,17,0.5417091371859026,0.8700871732628822,13.759081641416683,0.001042377002669183
40,PRUNED,0.527726141602276,10,1800,0.009626962847381118,23,12,0.6246838930264478,0.4008700070756522,0.04847048212943333,9.822417304363055e-08
41,COMPLETE,0.5081721917245157,5,1600,0.02631260274134764,17,8,0.5994806288143604,0.9660277089913348,0.35469990266003776,1.0892198522061626e-08
42,PRUNED,0.5112638141061717,5,2000,0.041099928396287976,16,7,0.5972554043384232,0.9350661764112915,4.217339067865903,9.194700132086826e-08
43,COMPLETE,0.4976199306215208,5,1300,0.057152966360896035,19,5,0.6184533029329466,0.508049146240791,0.14896963444736364,6.844790879025409e-07
44,COMPLETE,0.5111212604144436,7,1300,0.0582631782630153,26,5,0.53047172227743,0.4708808957155918,0.12834560437065276,8.703742711302304e-07
45,PRUNED,0.5180022754194479,5,1100,0.07862819697450961,20,12,0.9688310483927282,0.511538644628719,0.07506269086012933,5.143573450287653e-06
46,COMPLETE,0.5054505382574999,3,700,0.09761643542697257,7,10,0.6249595356060746,0.5164307065906838,0.03090792386632041,0.014898124867646162
47,PRUNED,0.529432250526421,6,1500,0.06271961424904869,24,16,0.7663902633915962,0.6116227202929224,0.26963165987812626,2.549290102167789e-07
48,PRUNED,0.5292508144983938,5,1400,0.04863420755288382,13,20,0.6642325452856632,0.7487802935107084,0.19145532009135777,5.5098259421893994e-05
49,PRUNED,0.560201423824154,-1,800,0.13708775654910615,37,12,0.5604241387943085,0.5634384829928061,0.016090165787335648,0.00023644039158373712
