trial,state,mae_mean,mae_std,param_n_estimators,param_learning_rate,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_lambda,param_reg_alpha,param_max_depth
0,COMPLETE,0.8030528630512765,0.026701825078107123,2000,0.06813099824138592,7,59,0.9162213204002109,0.5274034664069657,0.007151383480402496,5.079849520995651e-07,3
1,COMPLETE,0.7358942911634696,0.03382345543443043,1600,0.09054594344647797,18,33,0.7962072844310213,0.42787024763199866,0.7158714383119805,3.855227306468056e-07,6
2,COMPLETE,0.8379006424854165,0.026258247957960112,800,0.031065126086242026,7,55,0.6293899908000085,0.7975133706123891,0.029155533757373397,0.0006873346920856936,4
3,COMPLETE,0.7574925969359013,0.02690083993333937,700,0.010302587393796307,7,23,0.6943386448447411,0.5628094190643376,7.838134236608707,2.0805271744540534e-05,4
4,COMPLETE,0.7636861756488039,0.05002943201994701,500,0.10124839170683374,47,45,0.8856351733429728,0.44442679104045424,0.04835258599682954,1.1959185386907425e-07,7
5,COMPLETE,0.7651759722409294,0.05343974027388068,2800,0.028542147308832165,13,44,0.8803925243084487,0.7367663185416977,4.195190175255903,0.0003915684153351892,-1
6,PRUNED,0.7853834190956098,,2800,0.012541547022380126,30,47,0.6143990827458112,0.44618794589727584,0.02298970433527325,3.158813814759155e-07,7
7,COMPLETE,0.7119471296245786,0.0256436591852941,2500,0.13632076811780444,25,11,0.6139675812709708,0.6562646731757538,6.979540765301023,1.0131668534197416,-1
8,PRUNED,0.8273983417692005,,1800,0.06687265276473395,27,59,0.9812236474710556,0.5510693774952184,0.21704801275666116,6.287502701306918e-06,8
9,COMPLETE,0.7413744417577406,0.03258409536572956,800,0.030416041299946003,63,18,0.8360677737029393,0.8569717691972305,0.013081323658598947,0.05931466771169788,8
10,COMPLETE,0.7447991939878451,0.035953099284261554,2300,0.1787420026976868,24,5,0.5193625999805914,0.975862447567252,37.80747516031668,10.352501001707477,5
11,PRUNED,0.8555699828936859,,1400,0.1713024789936754,19,29,0.7631978964585139,0.6135876138662586,1.74491552056616,19.18106780029347,6
12,COMPLETE,0.7262963045755344,0.025576283025738625,1300,0.09032464777787162,42,8,0.7658404057257903,0.7131575481259612,0.5671540032104979,0.08252774200910808,-1
13,COMPLETE,0.7250718521165888,0.03055190863470536,1200,0.1259922504164634,39,5,0.6924448620410067,0.6767172803802991,0.2645145648564457,0.154003873031873,-1
14,COMPLETE,0.7244851799503043,0.038954604237311466,2400,0.050606570937697166,40,13,0.5181188440599486,0.6479425431828401,39.056843788746924,0.4277963132490492,-1
15,COMPLETE,0.7234396132541223,0.0424104774346466,2400,0.04797844303634867,46,15,0.5203530457007302,0.6495348529214436,0.0011827223934645777,0.8352163847302402,10
16,PRUNED,0.7709638603860405,,2500,0.005163273296513557,52,16,0.5794610270204914,0.8033731422315609,0.0013424601058819041,0.005861700073815664,10
17,PRUNED,0.8164331650891098,,3000,0.04832847652627474,55,29,0.5702744151979625,0.8883962233466991,0.0014811369907532124,1.6954394388646967,10
18,COMPLETE,0.7471657191515826,0.04287903150301361,2100,0.019229398564084045,33,23,0.67455198366465,0.6006161010901082,6.8091050921723,0.005478746334124282,10
19,COMPLETE,0.7202377349439231,0.04303085146539573,2600,0.04985274893572774,14,12,0.5049028186732454,0.7493325568705232,0.09223451954356109,1.6696924764228855,5
20,PRUNED,0.8181554281528849,,2600,0.01946178036254948,15,35,0.5721707012326264,0.7595467320850785,0.07158374132836988,0.007796204235243002,5
21,COMPLETE,0.724179799796748,0.030614543938475996,2200,0.04523466634323474,13,13,0.5061315694327242,0.6677274109382233,0.0040638662662916296,1.4864015284476368,5
22,COMPLETE,0.7171286584771668,0.04382592876782301,2700,0.1253640148366647,8,10,0.5491585104453318,0.5146021063573314,0.08748647648484198,1.5819443748059885,3
23,COMPLETE,0.7422035130861749,0.033001201098654655,3000,0.14061108952245907,7,10,0.6356014156493485,0.4924098254474014,0.13773177305691864,6.691525802010707,3
24,COMPLETE,0.7362790969679323,0.051455008442464985,2700,0.1113971554966404,7,20,0.5640548921651045,0.5031761244678136,0.09910571351710998,0.03752098853437646,3
25,PRUNED,0.7290807023286154,,1800,0.06802664516289697,7,10,0.6555230826661725,0.5957655549232665,0.5986420841422649,3.817020599604408,3
26,PRUNED,0.7743737638034246,,2000,0.14885602275317042,22,22,0.6072893952810922,0.8722614957511676,2.1021155436919243,0.3088297236415625,5
27,PRUNED,0.7843949673203856,,2600,0.07252650500823662,7,27,0.7213974560013007,0.7896779507182194,16.41552667092481,0.0007794236079529476,3
28,PRUNED,0.7956318825735149,,2800,0.1901274385882828,17,40,0.5482089356328272,0.7135605108176141,0.31723090285398364,0.029618629378840196,-1
29,COMPLETE,0.7311753540129864,0.04144336986471757,2200,0.07723556134616619,11,9,0.5957572860575906,0.5117318255932918,0.0041611061019564514,6.907237870241734e-05,5
30,PRUNED,0.7698946596624308,,3000,0.12867585282781113,7,18,0.6512811751291931,0.8372640138675052,1.7599324854109077,2.5598491265815707e-08,3
31,PRUNED,0.7641091710726414,,2400,0.05760752366070924,22,14,0.5345803920374764,0.6418500732932365,0.008412773250933809,0.9947664577545587,10
32,COMPLETE,0.714199956225155,0.03267107664405189,2400,0.035424549989905484,35,13,0.5025596337800822,0.5587428903132221,0.030174946679962726,0.5141143440835473,6
33,COMPLETE,0.7207963198737124,0.040953454384156256,2600,0.036864072758303376,35,7,0.5030454051760884,0.40803634755982215,0.027944041504236298,3.238576067279609,6
34,COMPLETE,0.7270439167941948,0.03485044033559554,1900,0.022739846607779984,28,12,0.5427707555895885,0.5523157669317207,0.04770099087709308,0.27227721753866996,6
35,PRUNED,0.7624123707967699,,2800,0.08799848517624777,9,25,0.5935171443316914,0.48346689227944845,0.014976260120433184,0.013453991233792434,4
36,PRUNED,0.8944620604725613,,2200,0.03905871315000436,18,18,0.5532927831145086,0.5664278580020596,0.047550398813437866,19.615269878810672,6
37,COMPLETE,0.7368305803661425,0.03678496179263905,1600,0.013061008826344398,34,11,0.6161484553055497,0.4639382952118249,0.12096570354255747,0.0015829162427252023,7
38,PRUNED,0.8640846571913584,,2500,0.023177346474938562,9,55,0.5391794460036353,0.5331415946439793,0.368868914402476,3.004506479656172e-06,4
39,COMPLETE,0.7235208471033898,0.04792637558603136,2900,0.11537696812179722,25,16,0.5002768216533019,0.7412906199208874,1.1839386222613981,0.12606263240180304,8
40,COMPLETE,0.7247500764648666,0.037936683531990006,2700,0.09031557544061443,21,6,0.830100564461127,0.5795430982679466,0.18518082847445563,0.00016158766662042345,6
41,PRUNED,0.7190628285577332,,2600,0.03684837161454568,31,8,0.5023910777047673,0.4173007509287415,0.026857760145433188,6.171135204251467,6
42,COMPLETE,0.7323638674221179,0.037599922571632076,2500,0.036964271130682146,36,7,0.528504732991382,0.4199601714022445,0.06778918027675179,4.003865488253844,6
43,PRUNED,0.7595903125827118,,2300,0.05980861956313497,36,20,0.5859804212136345,0.4676559754445505,0.01956811530752045,2.5672764156143852,6
44,COMPLETE,0.7250235725278019,0.041202308941078916,2700,0.0270512655362375,30,5,0.9971203045061896,0.4095726936668896,0.008568708723065952,0.7859392913479339,-1
45,PRUNED,0.7558200114458454,,2900,0.15850549430346308,14,11,0.5411647551535321,0.5320395755862298,0.03524512630442686,0.31195293616547515,7
46,PRUNED,0.7939281389912516,,2400,0.03104884515443836,26,8,0.9304515385864465,0.6248510105748543,0.08441549174175723,11.721744085770531,6
47,PRUNED,0.7760666775896365,,1000,0.015210175243656804,39,15,0.5597295849877044,0.6893466674183581,0.03265780783297384,0.5538747948989705,8
48,PRUNED,0.7549259077555158,,1600,0.040663274473710556,44,18,0.5252419651174137,0.4338540311996557,0.17195860098114507,2.0770888554918696,-1
49,PRUNED,0.7985359102037846,,2000,0.007381215528331464,11,35,0.6234453124598375,0.9812092190800097,0.004293782329354188,0.1217999419754505,5
50,COMPLETE,0.7116241179788572,0.037975554066624034,2300,0.05481514686666821,51,12,0.5142223678563932,0.4536797505066222,0.014144233595754186,0.02671833007781338,6
51,COMPLETE,0.7262761182543438,0.050368745624274285,2300,0.05838437372096743,50,13,0.5014830851621861,0.4711355436922566,0.0145657875102097,1.220553411930795,6
52,COMPLETE,0.7247184473634313,0.03991031949353699,2600,0.1003693396693598,62,9,0.5204971913676795,0.44688803211068207,0.019799893817177117,0.04869887635346811,6
53,COMPLETE,0.723842382015388,0.034385163397765005,2500,0.02600460900613585,60,12,0.5643647386189109,0.5143996883682515,0.055355939859111185,0.01908730415931391,6
54,PRUNED,0.7608585059412076,,2800,0.03428003692397748,8,5,0.5192533528362266,0.4047655735678058,20.51114906821152,0.16172537725330008,3
55,PRUNED,0.7668524567984661,,2400,0.052229259088657186,41,16,0.7328474215990028,0.9238270181907394,0.03935082105892487,4.866800640703462,-1
56,PRUNED,0.7976677443787705,,2100,0.043019943504232404,16,21,0.579182732470621,0.4533395908956756,0.005746760454114917,10.04864664899543,5
57,COMPLETE,0.7169259751967146,0.03885510859487074,2700,0.0331268920229097,32,7,0.7931904377068673,0.7853168999671717,0.01075515934103457,0.5644914742027038,6
58,COMPLETE,0.7111663284947404,0.043472199090338386,2700,0.08279126308586872,13,10,0.8012458984533128,0.7788004638041514,0.0021548219312346856,0.5212352282898479,4
59,PRUNED,0.755411395606378,,500,0.08145626536065381,12,14,0.8006207559667781,0.8021397042246446,0.0027403903658573697,0.059201919667507485,4
60,PRUNED,0.7935424460429817,,2900,0.10376397596125143,57,49,0.7831439792329373,0.7670760166831406,0.0019872308877316117,0.002952169584787595,7
61,COMPLETE,0.7445885592821762,0.036906554863611274,2700,0.12101310482106517,13,11,0.8223629794182379,0.8215411959357497,0.01229377309256685,0.3672781455852254,4
62,COMPLETE,0.7145563953582619,0.04155163880514967,2500,0.0656076929626568,14,9,0.7715162780700211,0.7157010410798116,0.010616632996224507,1.030725991121559,4
63,COMPLETE,0.7188691736911389,0.03735839222204809,2500,0.06959654224433927,14,9,0.8665918654205007,0.7064047616755822,0.002705651979398975,0.8529267142523203,4
