parameter,importance
min_child_samples,0.8201461547834937
subsample,0.07005577096876539
reg_lambda,0.023579011140498683
colsample_bytree,0.02250673711121907
max_depth,0.017965203118361955
n_estimators,0.017118909389333886
learning_rate,0.014772724585357397
reg_alpha,0.013855488902969757
