model,status,tuning_weighted_macro_f1,tuning_doi_macro_f1,validation_weighted_macro_f1,validation_macro_f1,validation_doi_macro_f1,validation_balanced_accuracy,validation_accuracy,validation_weighted_log_loss,validation_weighted_ordinal_mae,validation_weighted_severe_reversal_rate,best_trial,elapsed_minutes
catboost,ok,0.5928405079378153,0.30907575779083796,0.45745270083085937,0.4247516469439046,0.26055798607331615,0.42597218394823577,0.430622009569378,1.1240903237277193,0.763734821135543,0.26633118185464744,26,16.59706558806647
lightgbm,ok,0.5908693827321141,0.30013373453477793,0.4334513727278552,0.4007257864354399,0.22536648937577727,0.40083185422895456,0.40669856459330145,1.7062575417878112,0.8198920614083068,0.3028333880319439,33,8.690241910916908
xgboost,ok,0.5707075542342581,0.2928601560867711,0.4898055939051124,0.4708439664398023,0.26218302104394714,0.4695215603538789,0.47368421052631576,1.028151757802227,0.697316121503847,0.23343908398060015,10,6.869347375349995
random_forest,ok,0.5595926258895935,0.2843322629708863,0.46119878131034925,0.39959079698364713,0.2531857688472801,0.3885041735930235,0.3923444976076555,1.0042342885489222,0.8178499799438427,0.31362724720125434,10,20.79600082076698
