model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_34_features_random_gt1e-6,0.47567395481011604,0.20673683207607735,0.3213519784873398,0.9065349118628928,0.4518126363228855,0.6428412355936616,0.5624134008555008
