trial,state,value,duration_seconds,param_iterations,param_depth,param_learning_rate,param_l2_leaf_reg,param_random_strength,param_bagging_temperature,user_cv_mean_doi_macro_f1,user_cv_std_weighted_macro_f1,user_fold_weighted_macro_f1
37,COMPLETE,0.5611685116717499,100.174097,600,7,0.057909443171008816,0.24262236106334598,0.01928929872893783,0.29039670312550053,0.2883427234020436,0.05390953682005205,"[0.46743174758523054, 0.5928048965436866, 0.6114379294409368, 0.5343215991334892, 0.599846385655406]"
38,PRUNED,0.4854743027023619,37.842972,600,7,0.023989778295703926,0.2905529242627901,0.0164449907413769,0.2645584380140278,,,
39,PRUNED,0.4794778349211839,38.777104,600,7,0.05782794652095852,0.0370324310020585,1.0469751348056795,0.5732465189949423,,,
40,PRUNED,0.481682404797654,32.4583,500,7,0.1291247601475228,0.02693055618430378,0.19296783802662487,0.04069690434196268,,,
41,PRUNED,0.4857364107377098,25.297133,400,7,0.07295548431028874,0.5751651700595398,0.003907695621821208,0.6092561341425662,,,
42,PRUNED,0.48116181126623636,31.813885,500,7,0.10057114047942566,0.08066274794661597,0.009927480625313458,0.2613662557197697,,,
43,PRUNED,0.47711666997279956,20.896456,100,7,0.048373113544808055,0.05753049995462389,0.0017829309793042742,0.23477145687413425,,,
44,PRUNED,0.43653762765808324,42.756221,400,7,0.07842849715747044,1.4511601943530903,0.32034810516341844,3.8364545048697263,,,
45,PRUNED,0.49275555426911943,17.749903,400,6,0.05888623208537324,0.28372346325174747,0.01690678125594069,0.7341499395125852,,,
46,PRUNED,0.42156261093980446,3.911738,100,6,0.1160156252666592,0.6952642757316267,0.0040263638392264885,4.959782326816243,,,
47,PRUNED,0.4856866680628718,40.09949,300,7,0.13324985523378388,2.979797613512924,0.08744161468735093,0.04142831065105074,,,
48,PRUNED,0.49063289941846466,1.299632,100,4,0.05102460129269074,0.1063609283053603,0.5586227461712446,0.3509665604955816,,,
49,PRUNED,0.5051112932764983,38.323958,500,7,0.013728526691637289,0.026680950742222966,0.010706523668799144,0.8941722775339972,,,
