χₐₗₗ,χ⁻,χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(incl Li⁺) / r⁻,ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₒₛₜ cₐₜᵢₒₙ,n_Li,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff
2.1758620689655173,3.44,1.9000000000000004,-2.2774749498997995,-1.5399999999999996,2.46,95.05700778642937,138.2,60.47344689378757,32.083333333333336,-106.11666666666665,-77.72655310621242,0.437579210519447,28978758058.690765,3031908690307.001,14779601141006.926,104.62521147961095,0.0436319615619391,0.1600648777119365,0.1101223581757508,0.4449388209121245,-0.9965756905549713,2.019636348844425,61.4905450500556,233.84023915461623,-3.391361977472279
2.368,3.16,1.78,-1.98,-1.38,2.18,136.85,181.0,70.625,80.0,-101.0,-110.375,0.3901933701657458,6449680150.445432,149288957386.92316,224091403271.3816,23.146722613308643,0.0204861111111111,0.0375,0.1,0.3,-0.7725828729281766,1.3644895071588188,54.3,298.333,-2.2611545138888878
2.0866666666666664,2.58,1.96,-1.11,-0.6200000000000001,1.6,132.55555555555554,184.0,68.25000000000001,69.0,-115.0,-115.75,0.3709239130434783,12278644599.949677,295016887163.6161,465678965568.46185,24.02682843062541,0.0363929146537842,0.0579710144927536,0.2222222222222222,0.2222222222222222,-0.41172554347826096,1.3806964472090921,40.888888888888886,212.08888888888887,-4.212479871175521
2.192,2.9599999999999995,1.22,-1.9199999999999997,-1.7399999999999995,1.98,147.445,196.0,74.6125,95.95,-100.05,-121.3875,0.3806760204081632,5079321332.016004,125737447879.54507,129885365241.86926,24.75477325819025,0.0189276822419084,0.0312662845231891,0.1,0.3,-0.7308979591836732,1.3936589527572718,58.8,291.9411,-2.297584028139656
2.5383333333333336,3.16,1.61,-1.865,-1.55,2.18,139.625,181.0,56.875,46.25,-134.75,-124.125,0.3142265193370165,6449680150.445433,642046482412.0094,1159738156065.2483,99.54702674173195,0.0398398398398398,0.0648648648648648,0.1666666666666666,0.1666666666666666,-0.5860324585635358,1.9980282931033315,30.166666666666654,304.38250000000005,-4.945120120120115
2.438333333333333,2.96,1.81,-1.565,-1.15,1.98,151.0,196.0,61.0,54.5,-141.5,-135.0,0.3112244897959184,5079321332.016004,416562668261.3441,708770527763.9178,82.01148165910753,0.0349303431872239,0.055045871559633,0.1666666666666666,0.1666666666666666,-0.48706632653061227,1.9138746581413526,32.66666666666666,298.98,-4.715596330275226
1.9433333333333331,2.58,1.96,-1.2733333333333334,-0.6200000000000001,1.6,126.0,184.0,68.0,69.0,-115.0,-116.0,0.3695652173913043,12278644599.949677,238129527695.3342,465678965568.46185,19.39379593219191,0.029200214707461,0.0579710144927536,0.1666666666666666,0.3333333333333333,-0.47057971014492755,1.2876628215108443,61.33333333333333,201.60000000000002,-3.387224906065476
1.7394444444444446,2.58,1.1042857142857143,-1.513,-1.4757142857142858,1.65,131.2579365079365,184.0,89.06428571428572,98.3061224489796,-85.6938775510204,-94.93571428571428,0.4840450310559006,12278644599.949677,188574529203.9825,216097266537.64493,15.357927144886611,0.0220756453937127,0.0251874299275261,0.3888888888888889,0.1666666666666666,-0.7323601319875775,1.1863326030466221,30.666666666666654,216.57559523809522,-2.0957671637702533
2.8075,3.44,1.7299999999999998,-1.8975,-1.7100000000000002,2.46,110.675,138.2,55.625,51.66666666666666,-86.53333333333333,-82.57499999999999,0.4024963820549928,28978758058.690765,10052682739412.717,13362125382964.031,346.898328736276,0.1134649995263806,0.1463483944302358,0.25,0.0833333333333333,-0.7637368849493488,2.540202207531995,11.51666666666666,272.2605,-9.369372335890876
2.014,2.66,1.24,-1.6150000000000002,-1.4200000000000002,1.6800000000000002,162.0025,220.00000000000003,75.00625,97.525,-122.47500000000004,-144.99375000000003,0.3409374999999999,3591748011.3619866,124189510181.03345,123693614447.82272,34.576342713402354,0.0188014469224415,0.0307613432453217,0.1,0.3,-0.5506140624999999,1.5387790541956297,66.0,272.1642,-2.726092294710753
1.9333333333333331,2.58,1.9,-1.2933333333333334,-0.6800000000000002,1.6,120.0,184.0,56.0,33.0,-151.0,-128.0,0.3043478260869565,12278644599.949677,1501865383167.3728,4256886531984.5776,122.31524179578648,0.0502805836139169,0.1212121212121212,0.1666666666666666,0.3333333333333333,-0.3936231884057971,2.087480578175789,61.33333333333333,192.0,-6.435914702581363
2.678474576271187,3.44,1.3682926829268294,-2.089767441860465,-2.0717073170731704,2.46,117.9319209039548,138.2,82.58062015503876,83.31626016260162,-54.883739837398366,-55.61937984496123,0.597544284768732,28978758058.690765,432781551066.35706,447826758008.1906,14.934440951190638,0.0485115477716196,0.0501552908426833,0.3474576271186441,0.0169491525423728,-1.248728591379494,1.1741889700698933,2.342372881355921,290.1125254237288,-2.698182202376693
2.6636974789915966,3.44,1.371604938271605,-2.0995454545454546,-2.068395061728395,2.46,117.2918767507003,138.2,81.6530303030303,82.87613168724279,-55.3238683127572,-56.54696969696968,0.5908323466210587,28978758058.690765,426410626447.7848,452514215630.786,14.71459286088707,0.0476275046039014,0.0504631691535756,0.3403361344537815,0.0294117647058823,-1.2404793677466681,1.1677482500770644,4.064705882352934,288.53801680672274,-2.6931910595790964
2.6455717255717257,3.44,1.3758620689655174,-2.111160220994475,-2.0641379310344825,2.46,116.50679140679138,138.2,80.551197053407,82.31044932079415,-55.88955067920584,-57.648802946592994,0.5828596024124963,28978758058.690765,418842953558.3204,458538847684.9055,14.453447339255757,0.0465773980787112,0.0508588748196126,0.3316008316008315,0.0446985446985446,-1.2305100070379176,1.1599714444528089,6.177338877338863,286.60670686070677,-2.685131243604641
2.763888888888889,3.44,1.478076923076923,-2.0283333333333333,-1.9619230769230769,2.51,117.1695767195767,138.2,75.10873015873015,76.27930402930403,-61.92069597069596,-63.09126984126984,0.543478510555211,28978758058.690765,520864523746.4582,581866018359.9485,17.97401126340714,0.0587596189816166,0.0655203580842014,0.2888888888888889,0.0444444444444444,-1.1023555789094863,1.2546450095051744,6.142222222222215,294.0956375661375,-3.7072189769393744
2.7633333333333336,3.44,1.4577777777777778,-2.03,-1.982222222222222,2.51,117.67989417989416,138.2,76.63968253968254,77.65520282186948,-60.54479717813051,-61.56031746031745,0.5545563136011762,28978758058.690765,517592908410.742,561286030594.2944,17.86111424659606,0.0585596625180161,0.0634202011517051,0.3,0.0333333333333333,-1.1257493166103876,1.2519085483965193,4.606666666666661,295.37653439153434,-3.6049514149781237
2.7622222222222224,3.44,1.4213793103448276,-2.033333333333333,-2.0186206896551724,2.51,118.70052910052908,138.2,79.70158730158731,80.12233169129722,-58.07766830870277,-58.49841269841268,0.5767119196931065,28978758058.690765,511049677739.3099,524383983566.225,17.635320212973912,0.0581597495908152,0.0596544025141255,0.3222222222222222,0.0111111111111111,-1.17264757004265,1.246383349768467,1.5355555555555538,297.93832804232795,-3.4022530339998456
2.7620555555555555,3.44,1.4163481228668946,-2.033833333333333,-2.0236518771331053,2.51,118.85362433862434,138.2,80.16087301587301,80.46335121079149,-57.7366487892085,-58.03912698412698,0.5800352606068959,28978758058.690765,510068193138.59503,519283188669.8537,17.60145110793059,0.058099762651735,0.0591338740335045,0.3255555555555555,0.0077777777777777,-1.1796950475309915,1.2455484736202984,1.0748888888888781,298.32259708994707,-3.3720595022916857
2.761777777777778,3.44,1.4081879194630875,-2.0346666666666664,-2.0318120805369126,2.51,119.10878306878308,138.2,80.9263492063492,81.01645893256631,-57.18354106743368,-57.27365079365079,0.5855741621298785,28978758058.690765,508432385470.737,511010087327.8643,17.545002599525052,0.0579997844199348,0.0582896164307074,0.3311111111111111,0.0022222222222222,-1.191448228546926,1.2441534368979226,0.307111111111108,298.9630455026455,-3.3218593989743734
2.6611260330578514,3.44,1.423782991202346,-2.048777173913044,-2.016217008797654,2.46,117.0150383707202,138.2,82.4743400621118,83.65999162128193,-54.540008378718056,-55.72565993788818,0.5967752537055847,28978758058.690765,408027893388.134,430488812112.45306,14.080240863385306,0.0455224714347011,0.0479538694661877,0.3522727272727273,0.027892561983471,-1.2226595177481676,1.148610084120327,3.8547520661156915,287.8569943919717,-2.536769762702382
2.6192260692464355,3.4399999999999995,1.392820512820513,-2.121052631578947,-2.047179487179487,2.46,114.24412763068564,138.2,76.29298245614035,78.2094017094017,-59.990598290598285,-61.90701754385964,0.5520476299286567,28978758058.690765,411367567982.6402,473921630890.40674,14.19548647148702,0.0454992854734379,0.0521869265144199,0.3177189409368635,0.0692464358452138,-1.1709220782170982,1.1521502801491104,9.569857433808545,281.04055397148664,-2.816725064037198
2.7963157894736845,3.44,1.978,-1.7471428571428569,-1.4619999999999995,2.46,104.46842105263156,138.2,46.642857142857146,38.3,-99.9,-91.55714285714284,0.3375025842464338,28978758058.690765,16847165969552.186,23536290433869.555,581.3625944711491,0.1450854676122055,0.1971937287311618,0.2631578947368421,0.1052631578947368,-0.5896652293334121,2.7644470853336647,14.547368421052624,256.99231578947365,-13.28361088466607
2.2114285714285717,3.44,1.915,-2.2631578947368425,-1.525,2.46,97.21285714285712,138.2,62.69736842105263,44.6875,-93.5125,-75.50263157894736,0.453671262091553,28978758058.690765,495065762902.7631,1885231840942.7356,17.083746718893366,0.0318837459969832,0.0958922379301147,0.1142857142857142,0.4285714285714285,-1.0267296984177254,1.232583124016646,59.22857142857141,239.1436285714285,-2.40730672736696
2.224080459770115,3.44,1.9635,-2.250744680851064,-1.4765,2.46,97.6206896551724,138.2,63.08510638297872,46.75,-91.45,-75.11489361702127,0.4564768913384857,28978758058.690765,437342663074.1379,1595397724040.9976,15.09183596441181,0.0311435993865117,0.0915601023017902,0.1149425287356322,0.4252873563218391,-1.0274129351115258,1.1787420761381586,58.774712643678164,240.1468965517241,-2.339348154768955
1.7866666666666664,2.55,1.96,-1.374,-0.5899999999999999,1.5699999999999998,125.66666666666669,198.0,67.8,69.0,-129.0,-130.2,0.3424242424242424,9853904009.223562,192619640120.70865,465678965568.46185,19.547545819444824,0.0234460547504025,0.0579710144927536,0.1111111111111111,0.4444444444444444,-0.4704909090909091,1.291092239789305,88.0,197.29666666666668,-3.0526763285024052
1.7999999999999998,2.58,1.96,-1.404,-0.6200000000000001,1.6,119.44444444444444,184.0,67.8,69.0,-115.0,-116.2,0.3684782608695652,12278644599.949677,192619640120.70865,465678965568.46185,15.687369933445105,0.0234460547504025,0.0579710144927536,0.1111111111111111,0.4444444444444444,-0.5173434782608695,1.195550138033321,81.77777777777777,191.11111111111111,-2.724431561996771
1.88578,2.58,2.1281666666666665,-1.3350384615384616,-0.4518333333333335,1.6,118.494,184.0,58.02692307692308,26.45,-157.55,-125.97307692307692,0.3153637123745819,12278644599.949677,6214910235960.208,26516761659965.0,506.1560488513268,0.0634655956906596,0.225634865276809,0.12,0.4,-0.4210226853936197,2.7042844312804677,73.60000000000001,189.59040000000002,-7.994956367908361
2.3231707317073176,3.44,2.154,-2.1804761904761905,-1.286,2.46,96.53658536585364,138.2,56.85714285714285,22.800000000000004,-115.39999999999998,-81.34285714285713,0.4114120322513955,28978758058.690765,7583336113753.223,31452076289735.47,261.6860287247186,0.0714506736672124,0.2526854219948849,0.1219512195121951,0.3902439024390244,-0.8970741407995905,2.4177805365117524,53.93170731707317,237.47999999999996,-5.812001940872962
2.2685365853658537,3.44,1.706,-2.287142857142857,-1.734,2.46,98.85365853658536,138.2,61.38095238095238,41.8,-96.39999999999998,-76.81904761904761,0.4441458204121012,28978758058.690765,707859752309.2832,2575075571670.925,24.42684917261301,0.038799576418497,0.11555081355028,0.1219512195121951,0.3902439024390244,-1.0158249406853914,1.3878674507966808,53.93170731707317,243.17999999999998,-2.980546508491398
2.286904761904762,3.44,2.118,-2.201363636363636,-1.322,2.46,96.5357142857143,138.2,58.65909090909092,28.6,-109.6,-79.54090909090907,0.4244507301670834,28978758058.690765,5546540953245.412,23981973844499.99,191.40022985153425,0.0594599016593901,0.2112531969309463,0.119047619047619,0.4047619047619048,-0.9343704028178113,2.281942454983108,55.938095238095244,237.47785714285718,-4.7294946324439415
2.2523255813953487,3.44,2.082,-2.220434782608696,-1.358,2.46,96.53488372093022,138.2,60.30434782608695,34.4,-103.79999999999998,-77.89565217391304,0.4363556282640156,28978758058.690765,3686858415390.4536,16511871399264.514,127.226239576018,0.048511805478335,0.1698209718670076,0.1162790697674418,0.4186046511627906,-0.9688992145844905,2.1045766909338326,57.85116279069766,237.47581395348834,-3.778858725868912
2.226279069767441,3.44,1.858,-2.2691304347826087,-1.5820000000000003,2.46,97.63953488372093,138.2,62.369565217391305,43.9,-94.29999999999998,-75.83043478260868,0.4512993141634682,28978758058.690765,548053989513.8728,2073371040232.2417,18.912266302230663,0.0336058697778344,0.1012536676447052,0.1162790697674418,0.4186046511627906,-1.0240570089648438,1.2767435745128701,57.85116279069766,240.19325581395347,-2.548347716500911
2.2193181818181817,3.44,2.046,-2.2379166666666666,-1.394,2.46,96.5340909090909,138.2,61.8125,40.2,-98.0,-76.38749999999999,0.4472684515195369,28978758058.690765,1982149422356.7424,9041768954029.035,68.40008182346149,0.0384760506457011,0.128388746803069,0.1136363636363636,0.4318181818181817,-1.0009495221297637,1.8350566212443349,59.67727272727271,237.47386363636363,-2.9390893186984925
2.6278189300411525,3.44,1.3802547770700635,-2.1221505376344085,-2.059745222929936,2.46,115.73786008230454,138.2,79.50860215053764,81.72675159235668,-56.47324840764331,-58.69139784946235,0.5753155003656849,28978758058.690765,411682144802.6983,464755347001.8952,14.206341899432584,0.0455837488935851,0.0512671825769248,0.3230452674897119,0.0596707818930041,-1.220906098410447,1.1524822624865467,8.246502057613165,284.71513580246915,-2.675373941783392
1.9835483870967745,2.58,2.082,-1.2326666666666666,-0.4980000000000002,1.6,121.10752688172045,184.0,54.02222222222223,27.066666666666663,-156.93333333333334,-129.97777777777776,0.2935990338164251,12278644599.949677,10478854938251.736,31187855197237.668,853.4211453839688,0.0902881137786981,0.2412347117064647,0.1612903225806451,0.3225806451612903,-0.36190974235104667,2.931163399256602,59.354838709677416,193.77204301075272,-11.735448388702336
2.039333333333333,2.58,2.01,-1.1585714285714288,-0.5700000000000003,1.6,122.88888888888889,184.0,53.04761904761904,33.77777777777778,-150.22222222222223,-130.95238095238096,0.2883022774327122,12278644599.949677,11227476821611.646,26031639505415.484,914.3905689442026,0.0967425033819908,0.2059794214715589,0.2,0.2666666666666666,-0.33401878142561375,2.9611317380820923,49.066666666666656,196.62222222222223,-12.668661157165461
2.0989655172413797,2.58,1.9585714285714284,-1.0730769230769237,-0.6214285714285717,1.6,124.79310344827586,184.0,51.92307692307692,38.57142857142857,-145.42857142857144,-132.0769230769231,0.282190635451505,12278644599.949677,12091271302411.545,22348628296971.062,984.7399038213956,0.1041898760011747,0.180797071303769,0.2413793103448276,0.2068965517241379,-0.3028122588114229,2.9933215368412873,38.068965517241374,199.6689655172414,-13.761078238001307
2.6212065439672805,3.4454000000000007,1.3833974358974357,-2.132437037037038,-2.062002564102565,3.0,115.20277777777775,138.12425,78.81948853615519,81.21399572649572,-56.910254273504265,-59.3047614638448,0.5706419295392026,28860561670.45888,414861884986.5827,476315304957.85065,14.374698930798266,0.045020459751123,0.0514101154107267,0.3190184049079754,0.0674846625766871,-1.2168579854356751,1.1575987574269035,9.321268404907972,345.60833333333323,-2.669927626532975
2.622453987730061,3.4472,1.383846153846154,-2.133866666666667,-2.063353846153846,3.0,115.1581458759373,138.099,78.74409171075837,81.12264957264956,-56.976350427350425,-59.35490828924162,0.5702003034834313,28821162874.381588,417342909298.23193,479321161335.4258,14.480432698612503,0.0450138415626867,0.0514020972208903,0.3190184049079755,0.0674846625766871,-1.2167314209265114,1.1607815394724579,9.319564417177912,345.4744376278119,-2.6717924376997217
2.623701431492843,3.449,1.3842948717948715,-2.135296296296296,-2.0647051282051283,3.0,115.1135139740968,138.07375,78.66869488536155,81.03130341880342,-57.04244658119657,-59.40505511463845,0.5697585159044464,28781764078.30429,419823933609.8812,482327017713.00085,14.586455940216142,0.0450072233742503,0.0513940790310539,0.3190184049079755,0.0674846625766871,-1.2166032487940386,1.1639497845200826,9.31786042944785,345.3405419222904,-2.673656585104183
2.624948875255624,3.4508,1.3847435897435898,-2.136725925925925,-2.06605641025641,3.0,115.06888207225632,138.04849999999996,78.59329805996472,80.93995726495726,-57.108542735042704,-59.45520194003524,0.569316566713617,28742365282.22699,422304957921.5304,485332874090.5759,14.692769846003772,0.0450006051858139,0.0513860608412176,0.3190184049079755,0.0674846625766871,-1.2164734681561218,1.167103675670542,9.316156441717787,345.20664621676895,-2.675520068746362
2.627443762781186,3.4544,1.3856410256410256,-2.1395851851851853,-2.0687589743589747,3.0,114.97961826857532,137.998,78.44250440917108,80.75726495726497,-57.24073504273503,-59.55549559082891,0.5684321831415752,28663567690.072403,427267006544.829,491344586845.726,14.906274444433953,0.0449873688089412,0.0513700244615448,0.3190184049079754,0.0674846625766871,-1.2162090778321863,1.1733691129096637,9.312748466257666,344.93885480572595,-2.6792450447438916
2.624312114989733,3.44,1.3811501597444091,-2.12427807486631,-2.058849840255591,2.46,115.58596851471592,138.2,79.30677361853833,81.60777422790201,-56.592225772097976,-58.89322638146166,0.5738550913063556,28978758058.690765,410295934765.5137,466022480089.51154,14.158506514825104,0.0453913954149671,0.0513504095255399,0.3213552361396303,0.0626283367556468,-1.2190277886124956,1.151017444979603,8.655236139630388,284.3414825462011,-2.6732457259440983
2.58,3.44,1.393333333333333,-2.15,-2.046666666666667,2.46,113.66666666666666,138.2,76.86666666666666,79.98888888888888,-58.21111111111111,-61.33333333333333,0.5561987457790641,28978758058.690765,393536655415.95166,483263937635.01215,13.580176714920656,0.0430658418584753,0.0524828508730289,0.3,0.1,-1.1958273034249878,1.1329054213300183,13.82,279.61999999999995,-2.6413716339864846
2.610549898167006,3.44,1.3838709677419354,-2.1322513089005235,-2.0561290322580645,2.46,115.03699932111338,138.2,78.65532286212915,81.24623655913979,-56.9537634408602,-59.54467713787084,0.5691412652831342,28978758058.690765,404749095358.4154,469872929665.42975,13.967095985917542,0.0446693544638205,0.0516033120597186,0.3156822810590631,0.0733197556008146,-1.213552207849263,1.1451061177537483,10.132790224032577,282.9910183299389,-2.659822289505301
2.60369168356998,3.44,1.385714285714286,-2.136269430051813,-2.0542857142857143,2.46,114.73975659229208,138.2,78.27305699481865,81.00129870129871,-57.19870129870128,-59.92694300518134,0.5663752315109888,28978758058.690765,402134709581.1176,472481567581.5822,13.876878669771596,0.0443060828983096,0.0517746507895842,0.3123732251521298,0.0791075050709939,-1.2099300930154435,1.1422917911232982,10.932657200811356,282.2598012170385,-2.655128104629839
2.590140845070423,3.44,1.3894736842105264,-2.144060913705584,-2.0505263157894733,2.46,114.15244802146208,138.2,77.53181049069373,80.5017543859649,-57.69824561403509,-60.66818950930626,0.5610116533335292,28978758058.690765,397065189952.04266,477801815963.2088,13.701939508513972,0.0436016679844762,0.0521240916202312,0.3058350100603622,0.090543259557344,-1.202843158045767,1.1367820458591364,12.51307847082494,280.8150221327967,-2.6452342562040534
2.6314639175257737,3.44,1.3784810126582276,-2.1196756756756754,-2.0615189873417723,2.46,115.94343642611685,138.2,79.8517117117117,81.96244725738396,-56.23755274261603,-58.34828828828829,0.577798203413254,28978758058.690765,412931416250.607,462245140315.6677,14.24945180239594,0.0458062962823654,0.0511023089382127,0.3257731958762887,0.0556701030927835,-1.2247447972241805,1.1537981567112654,7.693608247422679,285.22085360824747,-2.6727189809022045
2.6174642126789363,3.44,1.382051282051282,-2.1281481481481483,-2.057948717948718,2.46,115.33667348329922,138.2,79.04567901234569,81.48803418803419,-56.7119658119658,-59.1543209876543,0.5719658394525737,28978758058.690765,407418812051.6349,467297735825.1255,14.059222663251765,0.0450403143164321,0.0514341699802358,0.3190184049079754,0.0674846625766871,-1.217228042034996,1.1479613091338083,9.326380368098157,283.72821676891607,-2.664329210459066
2.6636708860759493,3.44,1.3484662576687116,-2.1148275862068964,-2.091533742331288,2.46,117.82151898734176,138.2,82.68620689655172,83.71104294478529,-54.4889570552147,-55.513793103448265,0.5983082988173063,28978758058.690765,588512318517.2798,619835831445.7682,20.308403739227334,0.0518556614691614,0.0543553505071848,0.3438818565400843,0.0232067510548523,-1.2653188953953582,1.3076757887672146,3.2071729957805877,289.84093670886074,-2.87870446204148
2.6563445378151265,3.44,1.35,-2.119431818181818,-2.09,2.46,117.50196078431374,138.2,82.22121212121213,83.49341563786008,-54.70658436213991,-55.978787878787855,0.594943647765645,28978758058.690765,583557188396.0513,623241344661.0015,20.137411935120586,0.0513756385932848,0.0545352159568563,0.3403361344537815,0.0294117647058823,-1.260942497099664,1.3040036541758873,4.064705882352934,289.0548235294118,-2.8759459749507568
1.8838323353293407,2.58,2.127,-1.33632183908046,-0.4529999999999998,1.6,118.4760479041916,184.0,58.22413793103448,27.15,-156.85,-125.77586206896552,0.316435532233883,12278644599.949677,6038181164402.469,25849499455808.86,491.76284200189457,0.0623542259371403,0.2216112531969309,0.1197604790419161,0.4011976047904191,-0.4228597123851867,2.6917557100000913,73.82035928143712,189.5616766467066,-7.842656520886871
1.8773809523809528,2.58,2.118,-1.3413636363636363,-0.4620000000000002,1.6,118.3452380952381,184.0,58.65909090909092,28.6,-155.4,-125.34090909090908,0.3187994071146245,12278644599.949677,5546540953245.412,23981973844499.99,451.72257475944406,0.0594599016593901,0.2112531969309462,0.119047619047619,0.4047619047619047,-0.42762593199784404,2.6548717948971787,74.47619047619047,189.35238095238097,-7.4527581284440085
1.886,2.58,2.13,-1.3346153846153843,-0.4500000000000002,1.6,118.52,184.0,58.07692307692308,26.666666666666668,-157.33333333333334,-125.92307692307692,0.3156354515050167,12278644599.949677,6204582466640.243,26472007992911.816,505.3149324531856,0.0633338433849942,0.2250639386189258,0.12,0.4,-0.42125192950861834,2.703562132170942,73.60000000000001,189.632,-7.975192432402731
1.8616814159292037,2.58,2.05225,-1.360391061452514,-0.5277500000000002,1.6,117.42330383480828,184.0,57.91340782122904,24.6,-159.4,-126.08659217877096,0.3147467816371144,12278644599.949677,5114703441114.893,22456164938552.414,416.55277172334274,0.0588757550308651,0.2119875222816399,0.1179941002949852,0.4100294985250737,-0.4281787083600767,2.6196700285914347,75.44542772861357,187.87728613569325,-7.42344331379391
