feature,importance
χ⁺(excl Li⁺),363
n_Li,346
Φ⁺(excl Li⁺) (|Z| pm⁻¹),322
ρ⁺(excl Li⁺) (C m⁻³),249
r⁺(excl Li⁺) (pm),217
nₕₒₛₜ cₐₜᵢₒₙ,143
r⁻ (pm),137
χ⁻,96
