model,status,cv_mae,train_mae,test_mae,test_rmse,test_r2
lightgbm,ok,0.3323295773331216,0.10373574982672001,0.36583253814361166,0.6028901971596391,0.6285889818494856
random_forest,ok,0.34230313388220024,0.1253880138545646,0.37542188968149753,0.6019923125762618,0.6296944431748647
decision_tree,ok,0.40699172794088384,0.22984859648231434,0.553290349070992,0.8453492187435893,0.26978516859159674
mlp,ok,0.4466233537441485,0.23287079969744817,0.45247468189944107,0.7055697021398284,0.49130416080848016
ngboost,ok,0.337498566354045,0.11293917029083544,0.375189204909793,0.6095080764833276,0.6203903291216731
