model,status,cv_weighted_macro_f1,cv_doi_macro_f1,validation_weighted_macro_f1,validation_macro_f1,validation_doi_macro_f1,validation_balanced_accuracy,validation_accuracy,validation_weighted_log_loss,validation_weighted_ordinal_mae,validation_weighted_severe_reversal_rate,best_trial,elapsed_minutes
lightgbm,ok,0.5231741169947435,0.2880386818316896,0.6131445256030152,0.5486062047917718,0.289503224716761,0.5499968040907638,0.5495283018867925,0.8381313098154,0.5985621521335804,0.24594542362399505,21,5.072907193332989
catboost,ok,0.5297079732861678,0.28647034545250116,0.6476566599743325,0.6212978845413034,0.3082574083856777,0.6124129114733142,0.6179245283018868,0.792756138876536,0.5491573902288186,0.22830859616573898,35,7.393974210533391
