feature,importance
χ⁻,311
r⁻ (pm),232
χ⁺(excl Li⁺),134
r⁺(excl Li⁺) (pm),109
n_Li,86
ρ⁺(excl Li⁺) (C m⁻³),57
nₕₒₛₜ cₐₜᵢₒₙ,29
Φ⁺(excl Li⁺) (|Z| pm⁻¹),26
