model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_8_features_argyrodite_gt1e-6,0.4556750048449457,0.3096664016810011,0.48761603322372776,0.7315437775791014,0.3433026550994693,0.5175235376557709,0.6460738663661176
