trial,state,value,param_max_depth,param_n_estimators,param_learning_rate,param_num_leaves,param_min_child_samples,param_subsample,param_colsample_bytree,param_reg_lambda,param_reg_alpha
36,PRUNED,0.5559347097655666,7,1100,0.0879107619479777,58,39,0.860082298704329,0.8802660507126461,0.879862974419404,0.4338420340977942
37,PRUNED,0.5608121871588523,4,500,0.025849001187536486,9,30,0.909366106591319,0.9464509568793431,0.030504664449803365,0.0019280677904411115
38,PRUNED,0.6516192292295118,-1,700,0.018008075902996447,46,55,0.6094912813774164,0.6941403841202578,0.012606779496430107,1.4550204932247926e-08
39,PRUNED,0.5426890951960797,3,2300,0.009992382063331988,7,7,0.6290786018882911,0.6041344616329122,13.759081641416683,0.0322161959591245
40,PRUNED,0.5717177657761046,8,300,0.032018168590684626,60,22,0.7154204821358839,0.4008700070756522,2.8737159501225915,0.0001882109275071992
41,PRUNED,0.5398845120940988,-1,800,0.023094513450289754,63,10,0.8452908762983796,0.9989671465738184,0.0018218402925459817,0.22387093610148703
42,COMPLETE,0.5174633314502575,-1,900,0.04111868856030413,61,7,0.8262897941719416,0.9177447481160832,0.0040625665058192815,1.352900903420869
43,PRUNED,0.5724823086362625,7,900,0.04255632304028784,25,17,0.7848944335164718,0.9214835292746211,0.004333918573568679,6.308657200599307
44,COMPLETE,0.5192163812136019,-1,1300,0.055333717075651295,53,7,0.8258071226520673,0.9016214954845775,0.0010587582116175762,0.9568925282879717
45,COMPLETE,0.5178758032690662,5,1300,0.058683398496125694,16,5,0.8126510245266956,0.9114509766461402,0.0012947248299621595,1.3965196799305635
46,COMPLETE,0.515359180560915,5,1500,0.038146494188392624,16,6,0.8746001253591548,0.9441916354249765,0.018635115075796283,3.445256857719926e-06
47,PRUNED,0.5419824128577898,5,1500,0.08119825862139897,16,7,0.8882145014078897,0.9663041826838161,0.05200065114096663,5.730302194228011e-06
48,PRUNED,0.5368728991441081,5,1800,0.0740073374549587,17,5,0.8678749936560672,0.9429458699976746,0.005325358894340326,1.5632990703086752e-05
49,PRUNED,0.5343611480986538,5,1400,0.10002366426183955,14,14,0.8176109556552276,0.9085477657370793,0.026436230260723205,3.12568543146178e-07
