model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_10_features_random_gt1e-6,0.48384169652317155,0.23673712512478418,0.3651775318053914,0.8793032540226586,0.4649636539160806,0.6541163785424814,0.5469286436938683
