log10_conductivity
-3.385102783966865
-4.739928612014925
-3.036212172654445
-4.910094888560602
-2.375717904164332
-5.920818753952375
-2.207608310501746
-3.153044674980176
-3.3080348972326394
-2.744727494896694
-3.136677139879544
-4.928117992693875
-3.184422251675733
-4.721246399047171
-4.522878745280337
-3.337242168318426
-4.823908740944319
-5.107905397309519
-2.7166987712964503
-3.4989407377822483
-3.605548319173784
-2.812479279163537
-5.749579997691106
-5.154901959985743
-4.853871964321762
-3.9746941347352296
-4.17134010346468
-3.291579099865287
-3.4685210829577446
-1.6020599913279625
-2.4424927980943423
-4.230622673923862
-4.928117992693875
-4.30189945437661
-3.8477116556169433
-4.679853713888946
-3.0690509688324767
-2.7594507517174
-3.5686362358410126
-4.229147988357856
-2.920818753952376
-1.958607314841775
-3.360513510731414
-3.508638306165728
-5.366531544420414
-2.3169529617611504
-3.583359492661719
-5.376750709602099
-2.58838029403677
-5.501689446210399
-3.2448877336049287
-5.148130399270234
-5.47755576649368
-3.3027706572402824
-2.4710832997223453
-2.154901959985743
-5.154901959985743
-5.0
-5.432973633840939
-3.096910013008056
-2.2479515521805613
-3.154281982033341
-4.1487416512809245
-4.920818753952375
-4.448550002027125
-3.55129368009492
-4.000869458712629
-3.2390500485891027
-2.96657624451305
-2.892790030352132
-2.7304870557820835
-3.0604807473813813
-5.301029995663981
-3.537602002101044
-4.443697499232712
-2.9913998282380825
-6.0
-3.913640169325252
-4.0
-3.4685210829577446
-2.555955204081924
-5.096910013008056
-3.75448733218585
-2.1870866433571443
-5.319664486585436
-3.9208187539523753
-2.812479279163537
-3.0
-3.245651664288981
-2.913640169325252
-3.690369832574101
-4.1432711096171175
-5.863279432843593
-3.251037138743839
-2.171984935776023
-2.6458915608525992
-5.200659450546418
-3.1739251972991736
-4.657577319177793
-3.161150909262745
-3.0589857562944305
-3.39040559077478
-3.3872161432802645
-2.343901797987168
-3.277366077466188
-3.344861565188618
-3.9208187539523753
-3.408935392973501
-2.065501548756432
-2.154901959985743
-3.300162274132754
-3.056505484093897
-3.473660722610156
-2.1290111862394245
-3.759450751717401
-3.0
-3.359518563029578
-2.2596373105057563
-3.595166283380062
-3.1864190114318083
-5.698970004336019
-5.080921907623926
-3.161150909262745
-3.72584215073632
-4.97469413473523
-4.267606240177032
-3.721246399047171
-3.162411561764489
-5.576754126063192
-2.886056647693163
-3.4559319556497243
-4.275724130399211
-4.698970004336019
-3.552841968657781
-3.680893940690224
-3.863279432843593
-3.288192770958809
-3.0915149811213505
-2.557520230935552
-3.277366077466188
-2.4377071355435254
-4.772113295386326
-4.425968732272281
-2.688246138944246
-4.0
-3.6458915608525992
-3.823908740944319
-5.54515513999149
-2.4710832997223453
-5.158015195409886
-3.079876673709276
-5.3260580013659125
-4.716698771296451
-3.141462802430361
-5.247183568811729
-3.1791420105603
-1.6020599913279625
-2.91721462968355
-5.958607314841775
-4.481486060122112
-5.787812395596042
-3.5466816599529625
-5.1487416512809245
-4.583359492661719
-5.698970004336019
-3.1870866433571443
-4.366531544420414
-3.504455662453552
-3.42021640338319
-3.078833949362261
-3.677780705266081
-4.619788758288394
-2.438898616350944
-2.94692155651658
-3.790484985457369
-3.9706162223147903
-2.630784142589857
-5.376750709602099
-5.3979400086720375
-5.698970004336019
-3.619788758288394
-3.4775557664936803
-4.511449283499555
-3.494850021680094
-5.657577319177793
-4.000869458712629
-5.243363891754152
-4.454692883534176
-5.8124792791635365
-5.943095148663527
-3.619788758288394
-3.0338582672609675
-2.4282911681913126
-4.581698708680254
-3.154901959985743
-4.0851281824599495
-5.494850021680094
-4.638272163982407
-4.954677021213342
-3.744727494896694
-3.406713932979543
-3.552841968657781
-3.136677139879544
-4.958607314841775
-2.4001169279263124
-2.795880017344075
-2.4775557664936803
-4.85078088734462
-4.530177984021837
-4.084072788302884
-4.154901959985743
-3.2006594505464183
-4.496209316942819
-2.8239087409443187
-2.7721132953863266
-4.886056647693163
-3.7569619513137056
-2.85078088734462
-4.841637507904751
-2.106793246940152
-5.0
-4.037157318798758
-4.721246399047171
-3.5850266520291822
-1.9208187539523751
-3.5850266520291822
-4.4089353929735005
-3.1904402853647325
-4.958607314841775
-5.228412519118745
-2.571865205971211
-4.610833915635467
-5.294136287716081
-5.0034883278458215
-3.3279021420642825
-5.221848749616356
-3.958607314841775
-3.987162775294828
-3.3675427078152755
-5.267606240177032
-3.892790030352132
-3.306273051076353
-3.413412695328245
-3.2254830342714502
-2.657577319177794
-5.179798540514359
-3.0190880622231564
-4.863279432843593
-2.690369832574101
-5.025949097207123
-4.698970004336019
-3.5850266520291822
-2.318758762624413
-3.552841968657781
-4.496209316942819
-4.3979400086720375
-3.397940008672037
-4.346787486224656
-3.8477116556169433
-4.136677139879544
-2.8210230527068307
-3.1804560644581312
-3.097453220686009
-5.221848749616356
-3.3467874862246565
-4.218963061378868
-4.721246399047171
-2.5214335044061564
-4.009217308196862
-2.906578314837765
-2.065501548756432
-3.853871964321762
-4.142667503568732
-3.1051303432547472
-2.659555885159881
-3.1505805862031004
-3.886056647693163
-2.494850021680094
-3.1999706407558657
-5.987162775294828
-1.8416375079047504
-4.079876673709276
-4.0
-2.494850021680094
-4.1944991418416
-2.638272163982407
-4.468521082957745
-3.0757207139381184
-3.43297363384094
-2.406713932979543
-2.939302159646388
-5.488116639021126
-3.96657624451305
-2.3045183235098023
-4.494850021680094
-2.958607314841775
-3.4685210829577446
-4.552841968657781
-3.826813731587726
-2.886056647693163
-3.079876673709276
-5.795880017344075
-5.886056647693163
-4.782516055786093
-4.4089353929735005
-5.567030709125595
-3.886056647693163
-3.570247719997592
-2.193820026016113
-2.2494916051486538
-2.4814860601221125
-3.206209615309181
-4.496209316942819
-3.5072396109731625
-4.7447274948966935
-3.0447934624580584
-2.795880017344075
-4.221848749616356
-3.0123337350737254
-5.8996294548824375
-3.282329496997738
-4.872895201635193
-4.413412695328245
-4.096910013008056
-2.7825160557860937
-2.903089986991944
-3.519993057042849
-3.4111682744057927
-4.096910013008056
-3.431798275933005
-2.0560111249262283
-5.657577319177793
-2.360513510731414
-3.4559319556497243
-5.537602002101044
-4.316052869248487
-2.42021640338319
-5.055517327849831
-3.370590400897281
-3.175223537524454
-3.500312917381596
-2.45842075605342
-3.4814860601221125
-2.844663962534938
