model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_26_features_random_gt1e-6,0.49798252358098355,0.25804233080766265,0.3767170234502493,0.8715547774462884,0.4723823902138204,0.6580666621440802,0.5414398203231248
