χₐₗₗ,χ⁻,χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(incl Li⁺) / r⁻,ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₒₛₜ cₐₜᵢₒₙ,n_Li,r_ratio_x_chi_diff,log_rho_ratio,Li_channel_size,chi_range_x_r_avg,field_x_r_diff
1.8446153846153843,2.651666666666667,2.19,-1.498809523809524,-0.4616666666666669,2.18,118.01923076923076,185.375,60.285714285714285,17.0,-168.375,-125.08928571428572,0.3252095173875349,11135855672.728624,5666901083931.938,38922178734970.95,508.8877990588553,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.48742712189393633,2.706622038483957,85.5576923076923,257.2819230769231,-6.8442877150860255
1.856153846153846,2.676666666666667,2.19,-1.5238095238095244,-0.4866666666666672,2.18,117.15384615384616,183.5,60.285714285714285,17.0,-166.5,-123.21428571428572,0.3285325029194239,11307150525.032305,5666901083931.938,38922178734970.95,501.1785304693951,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.5006209568295985,2.6999924583748234,84.6923076923077,255.39538461538464,-6.74169667867146
1.8407692307692307,2.643333333333333,2.19,-1.4904761904761905,-0.4533333333333331,1.98,118.3076923076923,186.0,60.285714285714285,17.0,-169.0,-125.71428571428572,0.3241167434715822,11078757388.627398,5666901083931.938,38922178734970.95,511.5105318353793,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.48308828907907253,2.708854580122278,85.84615384615384,234.24923076923076,-6.878484727224214
1.852307692307692,2.668333333333333,2.19,-1.5154761904761902,-0.478333333333333,2.18,117.4423076923077,184.125,60.285714285714285,17.0,-167.125,-123.83928571428572,0.3274173213073417,11250052240.931076,5666901083931.938,38922178734970.95,503.7222016902328,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4961931547907689,2.7021910929245476,84.98076923076923,256.02423076923077,-6.7758936908096485
1.835,2.6308333333333334,2.19,-1.4779761904761906,-0.4408333333333334,1.98,118.76923076923076,187.0,60.285714285714285,17.0,-170.0,-126.71428571428572,0.322383498854087,11016775166.93348,5666901083931.938,38922178734970.95,514.3883757327617,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.47647513550874887,2.7112911457401174,86.3076923076923,235.16307692307691,-6.933199946645315
1.8234615384615385,2.605833333333333,2.19,-1.4529761904761906,-0.4158333333333335,1.98,119.6923076923077,189.0,60.285714285714285,17.0,-172.0,-128.71428571428572,0.3189720332577475,10892810723.545645,5666901083931.938,38922178734970.95,520.2423164925191,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4634587697512867,2.7162056747951646,87.23076923076923,236.99076923076922,-7.042630385487519
1.8407692307692307,2.643333333333333,2.19,-1.4904761904761905,-0.4533333333333331,1.98,118.3076923076923,186.0,60.285714285714285,17.0,-169.0,-125.71428571428572,0.3241167434715822,11078757388.627398,5666901083931.938,38922178734970.95,511.5105318353793,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.48308828907907253,2.708854580122278,85.84615384615384,234.24923076923076,-6.878484727224214
1.838560460652592,2.643333333333333,2.18275,-1.4921233689205216,-0.4605833333333331,1.98,118.2408829174664,186.0,60.36832740213522,17.4,-168.6,-125.63167259786478,0.3245609000114797,11078757388.627398,5523812690771.229,38055546429896.29,498.5949684611337,0.0539579029426213,0.2897950089126559,0.0767754318618042,0.4625719769673704,-0.48428490354500564,2.697747891535202,86.0383877159309,234.11694817658346,-6.778821596554764
1.8363601532567049,2.643333333333333,2.1755,-1.4937588652482268,-0.4678333333333331,1.98,118.1743295019157,186.0,60.45035460992907,17.799999999999997,-168.2,-125.54964539007094,0.325001906504995,11078757388.627398,5381739108909.53,37188914124821.625,485.7710048271308,0.0532059575029954,0.2854723707664884,0.0766283524904214,0.4636015325670498,-0.4854744790644116,2.686431588650696,86.22988505747126,233.98517241379307,-6.679989097140257
1.8341682600382407,2.643333333333333,2.16825,-1.4953828032979974,-0.4750833333333331,1.98,118.10803059273424,186.0,60.53180212014135,18.200000000000003,-167.8,-125.46819787985864,0.325439796344846,11078757388.627398,5240669580629.894,36322281819746.97,473.0376699113894,0.0524593261654163,0.2811497326203209,0.0764818355640535,0.4646271510516253,-0.4866570749628852,2.6748957267488747,86.4206500956023,233.8539005736138,-6.581977115966498
1.829809523809524,2.643333333333333,2.15375,-1.49859649122807,-0.489583333333333,1.98,117.97619047619048,186.0,60.69298245614035,19.0,-167.0,-125.30701754385964,0.3263063572910771,11078757388.627398,4961500408876.508,34589017209597.65,447.8390702886592,0.0509817820447335,0.2725044563279857,0.0761904761904762,0.4666666666666667,-0.4890015621018211,2.65112197953017,86.8,233.59285714285716,-6.388375057096649
1.8211909262759929,2.643333333333333,2.12475,-1.5048904267589387,-0.5185833333333334,1.98,117.71550094517958,186.0,61.00865051903115,20.6,-165.4,-124.99134948096884,0.328003497414146,11078757388.627398,4414753864888.908,31122487989299.016,398.4881796780527,0.0480880451163374,0.2552139037433155,0.0756143667296786,0.4706994328922495,-0.4936093232019986,2.6004154434818614,87.55009451795841,233.07669187145558,-6.010589652992725
1.8105992509363296,2.643333333333333,2.0885,-1.512517006802721,-0.5548333333333333,1.98,117.39513108614231,186.0,61.39115646258504,22.6,-163.4,-124.60884353741496,0.3300599809816399,11078757388.627398,3752242108781.485,26789326463925.72,338.6879933514248,0.0445816036852451,0.2336007130124777,0.0749063670411985,0.4756554307116105,-0.499221334499713,2.5297998009739833,88.47191011235955,232.44235955056178,-5.555262078261749
1.798148148148148,2.643333333333333,2.045,-1.5213333333333332,-0.5983333333333332,1.98,117.01851851851852,186.0,61.833333333333336,25.0,-161.0,-124.16666666666666,0.3324372759856631,11078757388.627398,2986378518721.3027,21589532633477.76,269.55897795784296,0.0405281573909024,0.2076648841354723,0.074074074074074,0.4814814814814814,-0.5057479091995221,2.4306538010602874,89.55555555555554,231.69666666666666,-5.032246209370381
1.8407692307692307,2.643333333333333,2.19,-1.4904761904761905,-0.4533333333333331,1.98,118.3076923076923,186.0,60.285714285714285,17.0,-169.0,-125.71428571428572,0.3241167434715822,11078757388.627398,5666901083931.938,38922178734970.95,511.5105318353793,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.48308828907907253,2.708854580122278,85.84615384615384,234.24923076923076,-6.878484727224214
1.8405384615384617,2.642833333333334,2.19,-1.489976190476191,-0.4528333333333338,1.98,118.4153846153846,186.2333333333333,60.285714285714285,17.0,-169.23333333333335,-125.94761904761909,0.3237106548364826,11038345045.44863,5666901083931.938,38922178734970.95,513.3832164694413,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.48232116830981553,2.7104416666068443,85.95384615384613,234.4624615384615,-6.891251611755806
1.8403076923076929,2.642333333333333,2.19,-1.4894761904761904,-0.4523333333333332,1.98,118.5230769230769,186.46666666666667,60.285714285714285,17.0,-169.46666666666667,-126.1809523809524,0.3233055825118749,10997932702.26986,5666901083931.938,38922178734970.95,515.2696636125395,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4815559673994731,2.712034574222179,86.06153846153846,234.67569230769226,-6.904018496287396
1.840076923076924,2.641833333333334,2.19,-1.4889761904761911,-0.451833333333334,1.98,118.63076923076925,186.7,60.285714285714285,17.0,-169.70000000000002,-126.41428571428574,0.3229015226872752,10957520359.091091,5666901083931.938,38922178734970.95,517.1700255368722,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4807926791498604,2.713633345827126,86.16923076923077,234.8889230769231,-6.916785380818986
1.8398461538461537,2.6413333333333333,2.19,-1.4884761904761905,-0.4513333333333333,1.98,118.73846153846156,186.9333333333333,60.285714285714285,17.0,-169.9333333333333,-126.64761904761905,0.3224984715712248,10917108015.912325,5666901083931.938,38922178734970.95,519.0844567693293,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4800312963987307,2.7152380247556076,86.27692307692305,235.1021538461539,-6.929552265350575
1.8391538461538464,2.6398333333333333,2.19,-1.4869761904761905,-0.4498333333333333,1.98,119.06153846153843,187.63333333333333,60.285714285714285,17.0,-170.63333333333333,-127.34761904761903,0.321295332842677,10795870986.376017,5666901083931.938,38922178734970.95,524.9137462909065,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4777585100481834,2.7200879460966165,86.6,235.7418461538461,-6.967852918945345
1.8407692307692307,2.643333333333333,2.19,-1.4904761904761905,-0.4533333333333331,1.98,118.3076923076923,186.0,60.285714285714285,17.0,-169.0,-125.71428571428572,0.3241167434715822,11078757388.627398,5666901083931.938,38922178734970.95,511.5105318353793,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.48308828907907253,2.708854580122278,85.84615384615384,234.24923076923076,-6.878484727224214
1.856153846153846,2.676666666666667,2.19,-1.5238095238095244,-0.4866666666666672,2.18,117.15384615384616,183.5,60.285714285714285,17.0,-166.5,-123.21428571428572,0.3285325029194239,11307150525.032305,5666901083931.938,38922178734970.95,501.1785304693951,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.5006209568295985,2.6999924583748234,84.6923076923077,255.39538461538464,-6.74169667867146
1.817692307692308,2.5933333333333333,2.19,-1.4404761904761905,-0.4033333333333333,1.6800000000000002,120.15384615384616,190.0,60.285714285714285,17.0,-173.0,-129.71428571428572,0.3172932330827067,10830828501.851728,5666901083931.938,38922178734970.95,523.2195379109805,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4570533476548513,2.7186839529165523,87.6923076923077,201.85846153846157,-7.097345604908621
1.817692307692308,2.5933333333333333,2.19,-1.4404761904761905,-0.4033333333333333,1.6800000000000002,120.15384615384616,190.0,60.285714285714285,17.0,-173.0,-129.71428571428572,0.3172932330827067,10830828501.851728,5666901083931.938,38922178734970.95,523.2195379109805,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4570533476548513,2.7186839529165523,87.6923076923077,201.85846153846157,-7.097345604908621
1.8060836501901143,2.5933333333333333,2.163,-1.4478787878787878,-0.4303333333333334,1.6800000000000002,119.88403041825094,190.0,61.04545454545454,21.35,-168.65,-128.95454545454547,0.3212918660287081,10830828501.851728,4767046709777.73,33319601901044.336,440.13684723774514,0.0495321104016756,0.2630434782608695,0.0760456273764258,0.467680608365019,-0.4651916775409597,2.643587728213386,88.85931558935361,201.4051711026616,-6.3873907822524405
1.7727941176470592,2.5933333333333333,2.082,-1.468333333333333,-0.5113333333333334,1.6800000000000002,119.11029411764709,190.0,63.14473684210527,34.4,-155.6,-126.85526315789474,0.3323407202216066,10830828501.851728,2280606991720.0527,16511871399264.514,210.56625458801616,0.0352103617953665,0.1698209718670076,0.0735294117647058,0.4852941176470588,-0.4879869575253923,2.323388772260225,92.20588235294117,200.10529411764713,-4.4666197114359
1.7656934306569343,2.5933333333333333,2.064,-1.4725541125541126,-0.5293333333333337,1.6800000000000002,118.94525547445257,190.0,63.57792207792208,37.3,-152.7,-126.42207792207792,0.3346206425153793,10830828501.851728,1767532129263.7058,12776820176646.771,163.19454499362757,0.0322550803369217,0.1491048593350383,0.072992700729927,0.4890510948905109,-0.4927470032815214,2.212705637758769,92.91970802919707,199.82802919708033,-4.077754279737198
1.758695652173913,2.5933333333333333,2.046,-1.4766666666666668,-0.5473333333333334,1.6800000000000002,118.78260869565216,190.0,64.0,40.2,-149.8,-126.0,0.3368421052631579,10830828501.851728,1267613032511.369,9041768954029.035,117.037494619608,0.0293755753261294,0.128388746803069,0.072463768115942,0.4927536231884057,-0.49740350877192985,2.0683250164278726,93.62318840579708,199.55478260869563,-3.7013224910923044
1.8484615384615384,2.66,2.19,-1.5071428571428571,-0.4700000000000002,2.18,117.73076923076924,184.75,60.285714285714285,17.0,-167.75,-124.46428571428572,0.3263096849023777,11192953956.829851,5666901083931.938,38922178734970.95,506.2918248202067,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.491795310817155,2.7044009148169468,85.26923076923076,256.653076923077,-6.810090702947837
1.817692307692308,2.5933333333333333,2.19,-1.4404761904761905,-0.4033333333333333,1.6800000000000002,120.15384615384616,190.0,60.285714285714285,17.0,-173.0,-129.71428571428572,0.3172932330827067,10830828501.851728,5666901083931.938,38922178734970.95,523.2195379109805,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4570533476548513,2.7186839529165523,87.6923076923077,201.85846153846157,-7.097345604908621
1.833346007604563,2.643333333333333,2.162380952380952,-1.4896969696969695,-0.480952380952381,1.98,117.6577946768061,186.0,60.30769230769232,18.52380952380952,-167.47619047619048,-125.69230769230768,0.3242349048800662,11078757388.627398,5337108081797.113,35620722334686.53,481.7424819931321,0.053413055552093,0.2776504541210424,0.0798479087452471,0.4638783269961977,-0.48301175526981976,2.6828149458404655,86.28136882129277,232.96243346007608,-6.713610213239996
1.819056603773585,2.643333333333333,2.1175,-1.5064367816091953,-0.5258333333333329,1.98,117.6509433962264,186.0,61.08620689655172,21.0,-165.0,-124.91379310344828,0.3284204671857619,11078757388.627398,4280423895029.8857,30255855684224.355,386.36317638148125,0.04737708388824,0.2508912655971479,0.0754716981132075,0.4716981132075472,-0.4947446716019075,2.5869957278459363,87.73584905660377,232.94886792452826,-5.918051254660325
2.0017391304347827,2.58,2.055,-1.2090909090909092,-0.5250000000000004,1.6,123.28260869565216,184.0,57.04545454545455,38.75,-145.25,-126.95454545454544,0.3100296442687747,12278644599.949677,4046151083878.456,10909294565337.906,329.5275020742142,0.0598809923618107,0.1387468030690537,0.1739130434782608,0.3043478260869565,-0.374854024434064,2.5178916662764337,55.99999999999999,197.25217391304346,-7.602164166660785
1.8396153846153849,2.640833333333333,2.19,-1.4879761904761903,-0.4508333333333332,1.98,118.84615384615384,187.16666666666663,60.285714285714285,17.0,-170.16666666666666,-126.88095238095238,0.3220964253911716,10876695672.733557,5666901083931.938,38922178734970.95,521.0131141333773,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.479271812019554,2.7168486548236745,86.38461538461536,235.3153846153846,-6.942319149882166
1.838692307692308,2.638833333333333,2.19,-1.48597619047619,-0.448833333333333,1.98,119.27692307692308,188.1,60.285714285714285,17.0,-171.1,-127.81428571428572,0.3204982152350573,10715046300.01848,5666901083931.938,38922178734970.95,528.8732241802973,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4762527169294084,2.723351580093088,86.8153846153846,236.1683076923077,-6.993386688008527
1.8384615384615384,2.6383333333333336,2.19,-1.4854761904761908,-0.4483333333333337,1.98,119.3846153846154,188.3333333333333,60.285714285714285,17.0,-171.33333333333334,-128.0476190476191,0.3201011378002528,10674633956.839712,5666901083931.938,38922178734970.95,530.8754479867578,0.0547152194211017,0.2941176470588235,0.0769230769230769,0.4615384615384615,-0.4755026187466137,2.724992640484434,86.92307692307689,236.3815384615385,-7.00615357254012
1.787313432835821,2.5933333333333333,2.118,-1.4595495495495494,-0.4753333333333334,1.6800000000000002,119.44776119402984,190.0,62.24324324324324,28.6,-161.4,-127.75675675675676,0.3275960170697012,10830828501.851728,3348357381156.232,23981973844499.99,309.1506232033652,0.0413605421278055,0.2112531969309463,0.0746268656716417,0.4776119402985074,-0.4781426191483089,2.4901701263112317,90.74626865671641,200.67223880597015,-5.284088719949638
1.7799999999999998,2.5933333333333333,2.1,-1.4640000000000002,-0.4933333333333336,1.6800000000000002,119.27777777777776,190.0,62.7,31.5,-158.5,-127.3,0.33,10830828501.851728,2807363850508.568,20246922621882.25,259.2012097715884,0.0382444507593697,0.1905370843989769,0.074074074074074,0.4814814814814814,-0.4831200000000001,2.4136370241889074,91.48148148148147,200.38666666666666,-4.868518581667763
1.9545,2.3266666666666667,2.09,-0.9304166666666668,-0.2366666666666668,1.6,111.125,154.66666666666666,45.8125,9.666666666666666,-145.0,-108.85416666666666,0.2962015086206896,13384653356.6845,137737899739645.77,367093807957790.8,10290.733429480812,0.1710239651416122,0.4313725490196078,0.15,0.25,-0.2755908203125,4.0124463284092124,38.666666666666664,177.8,-18.616671205519243
2.098888888888889,2.273846153846154,1.81,-0.6298461538461537,-0.4638461538461538,2.18,114.6287037037037,143.15384615384616,40.46333333333333,33.704166666666666,-109.4496794871795,-102.69051282051282,0.2826562779867455,13361659459.31295,318747039471943.4,398402710637739.5,23855.3482404298,0.3080992163514634,0.3814203167356256,0.2222222222222222,0.0555555555555555,-0.17802996955042089,4.37758576077309,7.952991452991445,249.8905740740741,-31.63886652672991
