trial,state,value,duration_seconds,param_iterations,param_depth,param_learning_rate,param_l2_leaf_reg,param_random_strength,param_bagging_temperature,user_cv_mean_doi_macro_f1,user_cv_std_weighted_macro_f1,user_fold_weighted_macro_f1
23,PRUNED,0.4379118987013499,15.935478,300,6,0.05900156662381948,0.06270343883478108,0.13869245240678357,2.2110029571209764,,,
24,COMPLETE,0.5442053621515622,11.712135,200,5,0.11604794339830134,0.01912276350464493,0.03355324621096075,1.433782464095844,0.279899825376384,0.04889440285471046,"[0.46766655858018774, 0.5602328836787679, 0.6098752698061624, 0.5141269514184773, 0.5691251472742159]"
25,PRUNED,0.46531504793842154,2.893232,100,6,0.1484745325530142,0.025424717787089712,0.03780089324187295,1.5953183708608523,,,
26,PRUNED,0.4272292051901507,3.455215,200,5,0.10702101369501504,0.02015721560118222,0.8465795455104038,2.9852233751971995,,,
27,PRUNED,0.5272121029526807,10.042837,200,6,0.11458601766205154,0.05075503077176443,0.13736751787766474,0.9635629893737113,,,
28,PRUNED,0.40440767084217893,3.701454,100,5,0.029022826380298166,27.572539168213343,0.03432287525188344,1.622231589528105,,,
29,PRUNED,0.45974966550669594,10.097,300,6,0.04204713589298374,0.9585845886894033,0.006752795184570012,0.4656208515927035,,,
30,PRUNED,0.4594967977099583,49.373873,200,7,0.07095895342859586,0.27643040426729154,0.06993700387973727,0.8960611343998444,,,
31,PRUNED,0.48588051608815946,5.669438,300,5,0.07272944496604059,0.016560449679323585,0.022644425957589583,1.180897253124276,,,
32,PRUNED,0.4479766527227695,13.289495,400,5,0.0819069397551939,0.010463735031503968,0.006073670179551661,1.9854728101308794,,,
33,PRUNED,0.5284087177116429,7.977406,200,5,0.12297909657742215,0.027789910363772853,0.00971985200497845,0.01378617696817297,,,
34,PRUNED,0.4523544901400941,4.280231,300,4,0.05684732536992765,0.039758466499117164,0.003411244587372371,1.5201521004411704,,,
35,COMPLETE,0.5620111691813157,21.973653,300,5,0.04688968629930033,0.018234524522977056,0.014612929804787195,0.39768614331621677,0.28572807505456777,0.07201444108931485,"[0.44071090960566983, 0.6248760850655147, 0.6055570478366991, 0.5181842898055026, 0.6207275135931919]"
36,COMPLETE,0.5410124545685279,17.261668,100,6,0.04704032021778167,0.08355460909277493,0.05190792737763373,0.47785906870702644,0.2742003993475989,0.04763655786197344,"[0.4886706362290089, 0.5866107490498291, 0.5267770681902336, 0.49625413029566295, 0.6067496890779046]"
37,PRUNED,0.46515988399558816,4.091339,200,5,0.03778067653954373,0.017195222372779085,0.13417027769522988,0.6171807004781334,,,
38,PRUNED,0.49070568084915145,6.805201,400,4,0.022283454468109653,0.03608388054712223,0.012710033350968784,0.2645584380140278,,,
39,PRUNED,0.5011355650706694,30.601254,500,7,0.0645003709418499,4.889976519242343,0.002032240330643745,1.0153682166211295,,,
40,PRUNED,0.4451783382476382,2.83651,300,4,0.09285720246279541,0.14631125833407171,0.021031469010335514,2.3594078594043473,,,
41,PRUNED,0.4692400594783126,5.281893,300,5,0.08007128392781845,0.01685068622549154,0.025745298920011307,1.3852537181520084,,,
42,PRUNED,0.4481292570346451,5.00753,300,5,0.05279314733367616,0.024483563229273874,0.013270236868434794,1.8400316255521312,,,
43,PRUNED,0.4943097929703162,4.236879,300,5,0.12473569779678668,0.06457333639998301,0.04991464635092848,1.0894879577201144,,,
44,PRUNED,0.5013912790755867,9.75612,400,6,0.06850544125367798,0.014909382101345847,0.004529458650548006,0.287150097963238,,,
45,PRUNED,0.47747934534145053,2.900463,200,5,0.10815883038194705,0.03377393071126241,0.2493256003613006,0.01621350573928182,,,
46,PRUNED,0.41951736392637307,15.283726,600,6,0.01603061523885811,0.014108229654094459,0.014208181029780324,4.959782326816243,,,
47,PRUNED,0.4579506177826086,1.034923,100,4,0.03385627080722526,0.5745885087296093,0.11282870213013668,0.7734415215515393,,,
