model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_26_features_random_gt1e-8,0.6877306305294288,0.32820874721815324,0.46832762320859417,0.8995452459439216,0.6216030749631052,0.8485104812590751,0.669211012727287
