model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_26_features_argyrodite_gt1e-6,0.4262175286036367,0.2532289193272518,0.4379824286887524,0.7834137432724166,0.2587549285822255,0.3358408089451635,0.8509543337487416
