feature,importance
χ⁺(excl Li⁺),1021
r⁺(excl Li⁺) (pm),967
n_Li,882
ρ⁺(excl Li⁺) (C m⁻³),826
Φ⁺(excl Li⁺) (|Z| pm⁻¹),704
nₕₒₛₜ cₐₜᵢₒₙ,541
χ⁻,415
r⁻ (pm),329
