model,feature_set,cv_mae,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2
lightgbm,ionic_26_features_random_gt1e-6,0.46968017384379934,0.23627888790595628,0.34252677403669957,0.8938117380948615,0.4712325925972766,0.6718830083219979,0.5219824129540003
